"","name","description","componentid","subshedid","dt","month","day","year","thisdate","time","timestamp","run_mode","season","area_sqmi","wd_upstream_mgd","ps_upstream_mgd","Qreach","Qlake","imp_off","wd_mgd","ps_mgd","ps_trib_mgd","wd_trib_mgd","Qup","ps_cumulative_mgd","wd_cumulative_mgd","flow_mode","week","Listen.on.Parent","Send.to.Children","Send.to.Parent","Listen.to.Children","Qout"
"11",NA,NA,"0",NA,NA," 1","11","1984","1984-01-11",NA,"1984-01-11","2",NA,"255.3879","0","0"," 167.397660"," 172.860062","1","3.544086e-05","0.1973723","0","0","  72.0323772","0.1973723","0.000000000","0"," 2","0","0","0","0"," 167.397660"
"12",NA,NA,"0",NA,NA," 1","12","1984","1984-01-12",NA,"1984-01-12","2",NA,"255.3879","0","0"," 162.249009"," 167.397660","1","3.544086e-05","0.1973723","0","0","  69.6557004","0.1973723","0.000000000","0"," 2","0","0","0","0"," 162.249009"
"13",NA,NA,"0",NA,NA," 1","13","1984","1984-01-13",NA,"1984-01-13","2",NA,"255.3879","0","0"," 156.867824"," 162.249009","1","3.544086e-05","0.1973723","0","0","  67.2184834","0.1973723","0.000000000","0"," 2","0","0","0","0"," 156.867824"
"14",NA,NA,"0",NA,NA," 1","14","1984","1984-01-14",NA,"1984-01-14","2",NA,"255.3879","0","0"," 151.859772"," 156.867824","1","3.544086e-05","0.1973723","0","0","  64.9236818","0.1973723","0.000000000","0"," 2","0","0","0","0"," 151.859772"
"15",NA,NA,"0",NA,NA," 1","15","1984","1984-01-15",NA,"1984-01-15","2",NA,"255.3879","0","0"," 146.983545"," 151.859772","1","3.544086e-05","0.1973723","0","0","  62.7245593","0.1973723","0.000000000","0"," 2","0","0","0","0"," 146.983545"
"16",NA,NA,"0",NA,NA," 1","16","1984","1984-01-16",NA,"1984-01-16","2",NA,"255.3879","0","0"," 142.338455"," 146.983545","1","3.544086e-05","0.1973723","0","0","  60.6100735","0.1973723","0.000000000","0"," 3","0","0","0","0"," 142.338455"
"17",NA,NA,"0",NA,NA," 1","17","1984","1984-01-17",NA,"1984-01-17","2",NA,"255.3879","0","0"," 137.835671"," 142.338455","1","3.544086e-05","0.1973723","0","0","  58.5530534","0.1973723","0.000000000","0"," 3","0","0","0","0"," 137.835671"
"18",NA,NA,"0",NA,NA," 1","18","1984","1984-01-18",NA,"1984-01-18","2",NA,"255.3879","0","0"," 133.615793"," 137.835671","1","3.544086e-05","0.1973723","0","0","  56.5601924","0.1973723","0.000000000","0"," 3","0","0","0","0"," 133.615793"
"19",NA,NA,"0",NA,NA," 1","19","1984","1984-01-19",NA,"1984-01-19","2",NA,"255.3879","0","0"," 134.567531"," 133.615793","1","3.544086e-05","0.1973723","0","0","  55.8225743","0.1973723","0.000000000","0"," 3","0","0","0","0"," 134.567531"
"20",NA,NA,"0",NA,NA," 1","20","1984","1984-01-20",NA,"1984-01-20","2",NA,"255.3879","0","0"," 133.100004"," 134.567531","1","3.544086e-05","0.1973723","0","0","  54.6345651","0.1973723","0.000000000","0"," 3","0","0","0","0"," 133.100004"
"21",NA,NA,"0",NA,NA," 1","21","1984","1984-01-21",NA,"1984-01-21","2",NA,"255.3879","0","0"," 125.593175"," 133.100004","1","3.544086e-05","0.1973723","0","0","  52.0625831","0.1973723","0.000000000","0"," 3","0","0","0","0"," 125.593175"
"22",NA,NA,"0",NA,NA," 1","22","1984","1984-01-22",NA,"1984-01-22","2",NA,"255.3879","0","0"," 120.249530"," 125.593175","1","3.544086e-05","0.1973723","0","0","  50.0368525","0.1973723","0.000000000","0"," 3","0","0","0","0"," 120.249530"
"23",NA,NA,"0",NA,NA," 1","23","1984","1984-01-23",NA,"1984-01-23","2",NA,"255.3879","0","0"," 116.028572"," 120.249530","1","3.544086e-05","0.1973723","0","0","  48.3290570","0.1973723","0.000000000","0"," 4","0","0","0","0"," 116.028572"
"24",NA,NA,"0",NA,NA," 1","24","1984","1984-01-24",NA,"1984-01-24","2",NA,"255.3879","0","0"," 112.245542"," 116.028572","1","3.544086e-05","0.1973723","0","0","  46.6901835","0.1973723","0.000000000","0"," 4","0","0","0","0"," 112.245542"
"25",NA,NA,"0",NA,NA," 1","25","1984","1984-01-25",NA,"1984-01-25","2",NA,"255.3879","0","0"," 109.767253"," 112.245542","1","3.544086e-05","0.1973723","0","0","  45.3356275","0.1973723","0.000000000","0"," 4","0","0","0","0"," 109.767253"
"26",NA,NA,"0",NA,NA," 1","26","1984","1984-01-26",NA,"1984-01-26","2",NA,"255.3879","0","0"," 108.390515"," 109.767253","1","3.544086e-05","0.1973723","0","0","  44.2326903","0.1973723","0.000000000","0"," 4","0","0","0","0"," 108.390515"
"27",NA,NA,"0",NA,NA," 1","27","1984","1984-01-27",NA,"1984-01-27","2",NA,"255.3879","0","0"," 109.593519"," 108.390515","1","3.544086e-05","0.1973723","0","0","  43.8545923","0.1973723","0.000000000","0"," 4","0","0","0","0"," 109.593519"
"28",NA,NA,"0",NA,NA," 1","28","1984","1984-01-28",NA,"1984-01-28","2",NA,"255.3879","0","0"," 112.122833"," 109.593519","1","3.544086e-05","0.1973723","0","0","  44.0710341","0.1973723","0.000000000","0"," 4","0","0","0","0"," 112.122833"
"29",NA,NA,"0",NA,NA," 1","29","1984","1984-01-29",NA,"1984-01-29","2",NA,"255.3879","0","0"," 108.693892"," 112.122833","1","3.544086e-05","0.1973723","0","0","  43.0054521","0.1973723","0.000000000","0"," 4","0","0","0","0"," 108.693892"
"30",NA,NA,"0",NA,NA," 1","30","1984","1984-01-30",NA,"1984-01-30","2",NA,"255.3879","0","0"," 103.524702"," 108.693892","1","3.544086e-05","0.1973723","0","0","  41.2251969","0.1973723","0.000000000","0"," 5","0","0","0","0"," 103.524702"
"31",NA,NA,"0",NA,NA," 1","31","1984","1984-01-31",NA,"1984-01-31","2",NA,"255.3879","0","0","  99.351647"," 103.524702","1","3.544086e-05","0.1973723","0","0","  39.7021386","0.1973723","0.000000000","0"," 5","0","0","0","0","  99.351647"
"32",NA,NA,"0",NA,NA," 2"," 1","1984","1984-02-01",NA,"1984-02-01","2",NA,"255.3879","0","0","  94.491320","  99.351647","1","3.544086e-05","0.1834237","0","0","  38.1140697","0.1834237","0.000000000","0"," 5","0","0","0","0","  94.491320"
"33",NA,NA,"0",NA,NA," 2"," 2","1984","1984-02-02",NA,"1984-02-02","2",NA,"255.3879","0","0","  91.140019","  94.491320","1","3.788506e-05","0.1834237","0","0","  36.7570440","0.1834237","0.000000000","0"," 5","0","0","0","0","  91.140019"
"34",NA,NA,"0",NA,NA," 2"," 3","1984","1984-02-03",NA,"1984-02-03","2",NA,"255.3879","0","0","  88.122771","  91.140019","1","3.788506e-05","0.1834237","0","0","  35.5231945","0.1834237","0.000000000","0"," 5","0","0","0","0","  88.122771"
"35",NA,NA,"0",NA,NA," 2"," 4","1984","1984-02-04",NA,"1984-02-04","2",NA,"255.3879","0","0","  92.081845","  88.122771","1","3.788506e-05","0.1834237","0","0","  35.8678977","0.1834237","0.000000000","0"," 5","0","0","0","0","  92.081845"
"36",NA,NA,"0",NA,NA," 2"," 5","1984","1984-02-05",NA,"1984-02-05","2",NA,"255.3879","0","0","  97.128063","  92.081845","1","3.788506e-05","0.1834237","0","0","  36.9811978","0.1834237","0.000000000","0"," 5","0","0","0","0","  97.128063"
"37",NA,NA,"0",NA,NA," 2"," 6","1984","1984-02-06",NA,"1984-02-06","2",NA,"255.3879","0","0","  93.066835","  97.128063","1","3.788506e-05","0.1834237","0","0","  36.2336218","0.1834237","0.000000000","0"," 6","0","0","0","0","  93.066835"
"38",NA,NA,"0",NA,NA," 2"," 7","1984","1984-02-07",NA,"1984-02-07","2",NA,"255.3879","0","0","  87.019523","  93.066835","1","3.788506e-05","0.1834237","0","0","  34.4600003","0.1834237","0.000000000","0"," 6","0","0","0","0","  87.019523"
"39",NA,NA,"0",NA,NA," 2"," 8","1984","1984-02-08",NA,"1984-02-08","2",NA,"255.3879","0","0","  82.803379","  87.019523","1","3.788506e-05","0.1834237","0","0","  32.9142872","0.1834237","0.000000000","0"," 6","0","0","0","0","  82.803379"
"40",NA,NA,"0",NA,NA," 2"," 9","1984","1984-02-09",NA,"1984-02-09","2",NA,"255.3879","0","0","  79.669146","  82.803379","1","3.788506e-05","0.1834237","0","0","  31.6897881","0.1834237","0.000000000","0"," 6","0","0","0","0","  79.669146"
"41",NA,NA,"0",NA,NA," 2","10","1984","1984-02-10",NA,"1984-02-10","2",NA,"255.3879","0","0","  76.879578","  79.669146","1","3.788506e-05","0.1834237","0","0","  30.5945954","0.1834237","0.000000000","0"," 6","0","0","0","0","  76.879578"
"42",NA,NA,"0",NA,NA," 2","11","1984","1984-02-11",NA,"1984-02-11","2",NA,"255.3879","0","0","  75.064827","  76.879578","1","3.788506e-05","0.1834237","0","0","  29.6781616","0.1834237","0.000000000","0"," 6","0","0","0","0","  75.064827"
"43",NA,NA,"0",NA,NA," 2","12","1984","1984-02-12",NA,"1984-02-12","2",NA,"255.3879","0","0","  81.874749","  75.064827","1","3.788506e-05","0.1834237","0","0","  30.9838327","0.1834237","0.000000000","0"," 6","0","0","0","0","  81.874749"
"44",NA,NA,"0",NA,NA," 2","13","1984","1984-02-13",NA,"1984-02-13","2",NA,"255.3879","0","0","  86.207952","  81.874749","1","3.788506e-05","0.1834237","0","0","  32.6620863","0.1834237","0.000000000","0"," 7","0","0","0","0","  86.207952"
"45",NA,NA,"0",NA,NA," 2","14","1984","1984-02-14",NA,"1984-02-14","2",NA,"255.3879","0","0","  85.658820","  86.207952","1","3.788506e-05","0.1834237","0","0","  34.0601808","0.1834237","0.000000000","0"," 7","0","0","0","0","  85.658820"
"46",NA,NA,"0",NA,NA," 2","15","1984","1984-02-15",NA,"1984-02-15","2",NA,"255.3879","0","0"," 190.832699","  85.658820","1","3.788506e-05","0.1834237","0","0","  75.8261183","0.1834237","0.000000000","0"," 7","0","0","0","0"," 190.832699"
"47",NA,NA,"0",NA,NA," 2","16","1984","1984-02-16",NA,"1984-02-16","2",NA,"255.3879","0","0"," 226.480071"," 190.832699","1","3.788506e-05","0.1834237","0","0","  94.2985822","0.1834237","0.000000000","0"," 7","0","0","0","0"," 226.480071"
"48",NA,NA,"0",NA,NA," 2","17","1984","1984-02-17",NA,"1984-02-17","2",NA,"255.3879","0","0"," 162.245032"," 226.480071","1","3.788506e-05","0.1834237","0","0","  61.5346433","0.1834237","0.000000000","0"," 7","0","0","0","0"," 162.245032"
"49",NA,NA,"0",NA,NA," 2","18","1984","1984-02-18",NA,"1984-02-18","2",NA,"255.3879","0","0"," 150.094356"," 162.245032","1","3.788506e-05","0.1834237","0","0","  53.9641332","0.1834237","0.000000000","0"," 7","0","0","0","0"," 150.094356"
"50",NA,NA,"0",NA,NA," 2","19","1984","1984-02-19",NA,"1984-02-19","2",NA,"255.3879","0","0"," 119.935222"," 150.094356","1","3.788506e-05","0.1834237","0","0","  49.1402752","0.1834237","0.000000000","0"," 7","0","0","0","0"," 119.935222"
"51",NA,NA,"0",NA,NA," 2","20","1984","1984-02-20",NA,"1984-02-20","2",NA,"255.3879","0","0"," 112.461988"," 119.935222","1","3.788506e-05","0.1834237","0","0","  46.4176871","0.1834237","0.000000000","0"," 8","0","0","0","0"," 112.461988"
"52",NA,NA,"0",NA,NA," 2","21","1984","1984-02-21",NA,"1984-02-21","2",NA,"255.3879","0","0"," 109.530330"," 112.461988","1","3.788506e-05","0.1834237","0","0","  45.2493001","0.1834237","0.000000000","0"," 8","0","0","0","0"," 109.530330"
"53",NA,NA,"0",NA,NA," 2","22","1984","1984-02-22",NA,"1984-02-22","2",NA,"255.3879","0","0"," 106.539216"," 109.530330","1","3.788506e-05","0.1834237","0","0","  44.2016729","0.1834237","0.000000000","0"," 8","0","0","0","0"," 106.539216"
"54",NA,NA,"0",NA,NA," 2","23","1984","1984-02-23",NA,"1984-02-23","2",NA,"255.3879","0","0"," 101.056869"," 106.539216","1","3.788506e-05","0.1834237","0","0","  42.4456554","0.1834237","0.000000000","0"," 8","0","0","0","0"," 101.056869"
"55",NA,NA,"0",NA,NA," 2","24","1984","1984-02-24",NA,"1984-02-24","2",NA,"255.3879","0","0"," 116.520080"," 101.056869","1","3.788506e-05","0.1834237","0","0","  47.6648652","0.1834237","0.000000000","0"," 8","0","0","0","0"," 116.520080"
"56",NA,NA,"0",NA,NA," 2","25","1984","1984-02-25",NA,"1984-02-25","2",NA,"255.3879","0","0"," 529.947090"," 116.520080","1","3.788506e-05","0.1834237","0","0"," 218.4934729","0.1834237","0.000000000","0"," 8","0","0","0","0"," 529.947090"
"57",NA,NA,"0",NA,NA," 2","26","1984","1984-02-26",NA,"1984-02-26","2",NA,"255.3879","0","0"," 565.765749"," 529.947090","1","3.788506e-05","0.1834237","0","0"," 216.5013594","0.1834237","0.000000000","0"," 8","0","0","0","0"," 565.765749"
"58",NA,NA,"0",NA,NA," 2","27","1984","1984-02-27",NA,"1984-02-27","2",NA,"255.3879","0","0"," 264.385684"," 565.765749","1","3.788506e-05","0.1834237","0","0","  61.6623904","0.1834237","0.000000000","0"," 9","0","0","0","0"," 264.385684"
"59",NA,NA,"0",NA,NA," 2","28","1984","1984-02-28",NA,"1984-02-28","2",NA,"255.3879","0","0"," 223.630824"," 264.385684","1","3.788506e-05","0.1834237","0","0","  66.3580460","0.1834237","0.000000000","0"," 9","0","0","0","0"," 223.630824"
"60",NA,NA,"0",NA,NA," 2","29","1984","1984-02-29",NA,"1984-02-29","2",NA,"255.3879","0","0"," 130.435959"," 223.630824","1","3.788506e-05","0.1834237","0","0","  58.8260870","0.1834237","0.000000000","0"," 9","0","0","0","0"," 130.435959"
"61",NA,NA,"0",NA,NA," 3"," 1","1984","1984-03-01",NA,"1984-03-01","2",NA,"255.3879","0","0"," 138.390635"," 130.435959","1","3.788506e-05","0.2228407","0","0","  55.6795760","0.2228407","0.000000000","0"," 9","0","0","0","0"," 138.390635"
"62",NA,NA,"0",NA,NA," 3"," 2","1984","1984-03-02",NA,"1984-03-02","2",NA,"255.3879","0","0"," 128.860466"," 138.390635","1","6.385822e-03","0.2228407","0","0","  53.8722876","0.2228407","0.006385822","0"," 9","0","0","0","0"," 128.860466"
"63",NA,NA,"0",NA,NA," 3"," 3","1984","1984-03-03",NA,"1984-03-03","2",NA,"255.3879","0","0"," 126.412917"," 128.860466","1","6.385822e-03","0.2228407","0","0","  52.8825591","0.2228407","0.006385822","0"," 9","0","0","0","0"," 126.412917"
"64",NA,NA,"0",NA,NA," 3"," 4","1984","1984-03-04",NA,"1984-03-04","2",NA,"255.3879","0","0"," 126.278722"," 126.412917","1","6.385822e-03","0.2228407","0","0","  52.4917042","0.2228407","0.006385822","0"," 9","0","0","0","0"," 126.278722"
"65",NA,NA,"0",NA,NA," 3"," 5","1984","1984-03-05",NA,"1984-03-05","2",NA,"255.3879","0","0"," 124.637781"," 126.278722","1","6.385822e-03","0.2228407","0","0","  52.0047862","0.2228407","0.006385822","0","10","0","0","0","0"," 124.637781"
"66",NA,NA,"0",NA,NA," 3"," 6","1984","1984-03-06",NA,"1984-03-06","2",NA,"255.3879","0","0"," 134.356810"," 124.637781","1","6.385822e-03","0.2228407","0","0","  54.9113627","0.2228407","0.006385822","0","10","0","0","0","0"," 134.356810"
"67",NA,NA,"0",NA,NA," 3"," 7","1984","1984-03-07",NA,"1984-03-07","2",NA,"255.3879","0","0"," 152.915974"," 134.356810","1","6.385822e-03","0.2228407","0","0","  62.8081247","0.2228407","0.006385822","0","10","0","0","0","0"," 152.915974"
"68",NA,NA,"0",NA,NA," 3"," 8","1984","1984-03-08",NA,"1984-03-08","2",NA,"255.3879","0","0"," 149.998763"," 152.915974","1","6.385822e-03","0.2228407","0","0","  63.4896004","0.2228407","0.006385822","0","10","0","0","0","0"," 149.998763"
"69",NA,NA,"0",NA,NA," 3"," 9","1984","1984-03-09",NA,"1984-03-09","2",NA,"255.3879","0","0"," 141.045614"," 149.998763","1","6.385822e-03","0.2228407","0","0","  58.2826346","0.2228407","0.006385822","0","10","0","0","0","0"," 141.045614"
"70",NA,NA,"0",NA,NA," 3","10","1984","1984-03-10",NA,"1984-03-10","2",NA,"255.3879","0","0"," 134.238359"," 141.045614","1","6.385822e-03","0.2228407","0","0","  55.3150900","0.2228407","0.006385822","0","10","0","0","0","0"," 134.238359"
"71",NA,NA,"0",NA,NA," 3","11","1984","1984-03-11",NA,"1984-03-11","2",NA,"255.3879","0","0"," 126.973922"," 134.238359","1","6.385822e-03","0.2228407","0","0","  53.1232488","0.2228407","0.006385822","0","10","0","0","0","0"," 126.973922"
"72",NA,NA,"0",NA,NA," 3","12","1984","1984-03-12",NA,"1984-03-12","2",NA,"255.3879","0","0"," 122.374553"," 126.973922","1","6.385822e-03","0.2228407","0","0","  51.3406744","0.2228407","0.006385822","0","11","0","0","0","0"," 122.374553"
"73",NA,NA,"0",NA,NA," 3","13","1984","1984-03-13",NA,"1984-03-13","2",NA,"255.3879","0","0"," 118.528000"," 122.374553","1","6.385822e-03","0.2228407","0","0","  49.7654193","0.2228407","0.006385822","0","11","0","0","0","0"," 118.528000"
"74",NA,NA,"0",NA,NA," 3","14","1984","1984-03-14",NA,"1984-03-14","2",NA,"255.3879","0","0"," 139.239901"," 118.528000","1","6.385822e-03","0.2228407","0","0","  54.8888409","0.2228407","0.006385822","0","11","0","0","0","0"," 139.239901"
"75",NA,NA,"0",NA,NA," 3","15","1984","1984-03-15",NA,"1984-03-15","2",NA,"255.3879","0","0"," 171.653598"," 139.239901","1","6.385822e-03","0.2228407","0","0","  70.8308690","0.2228407","0.006385822","0","11","0","0","0","0"," 171.653598"
"76",NA,NA,"0",NA,NA," 3","16","1984","1984-03-16",NA,"1984-03-16","2",NA,"255.3879","0","0"," 172.708675"," 171.653598","1","6.385822e-03","0.2228407","0","0","  75.3932765","0.2228407","0.006385822","0","11","0","0","0","0"," 172.708675"
"77",NA,NA,"0",NA,NA," 3","17","1984","1984-03-17",NA,"1984-03-17","2",NA,"255.3879","0","0"," 162.650837"," 172.708675","1","6.385822e-03","0.2228407","0","0","  66.3439398","0.2228407","0.006385822","0","11","0","0","0","0"," 162.650837"
"78",NA,NA,"0",NA,NA," 3","18","1984","1984-03-18",NA,"1984-03-18","2",NA,"255.3879","0","0"," 151.637151"," 162.650837","1","6.385822e-03","0.2228407","0","0","  60.9901297","0.2228407","0.006385822","0","11","0","0","0","0"," 151.637151"
"79",NA,NA,"0",NA,NA," 3","19","1984","1984-03-19",NA,"1984-03-19","2",NA,"255.3879","0","0"," 139.120686"," 151.637151","1","6.385822e-03","0.2228407","0","0","  57.6643697","0.2228407","0.006385822","0","12","0","0","0","0"," 139.120686"
"80",NA,NA,"0",NA,NA," 3","20","1984","1984-03-20",NA,"1984-03-20","2",NA,"255.3879","0","0"," 132.024695"," 139.120686","1","6.385822e-03","0.2228407","0","0","  55.3814379","0.2228407","0.006385822","0","12","0","0","0","0"," 132.024695"
"81",NA,NA,"0",NA,NA," 3","21","1984","1984-03-21",NA,"1984-03-21","2",NA,"255.3879","0","0"," 126.800844"," 132.024695","1","6.385822e-03","0.2228407","0","0","  53.5442063","0.2228407","0.006385822","0","12","0","0","0","0"," 126.800844"
"82",NA,NA,"0",NA,NA," 3","22","1984","1984-03-22",NA,"1984-03-22","2",NA,"255.3879","0","0"," 228.905833"," 126.800844","1","6.385822e-03","0.2228407","0","0"," 102.9448409","0.2228407","0.006385822","0","12","0","0","0","0"," 228.905833"
"83",NA,NA,"0",NA,NA," 3","23","1984","1984-03-23",NA,"1984-03-23","2",NA,"255.3879","0","0"," 284.423251"," 228.905833","1","6.385822e-03","0.2228407","0","0"," 129.1614037","0.2228407","0.006385822","0","12","0","0","0","0"," 284.423251"
"84",NA,NA,"0",NA,NA," 3","24","1984","1984-03-24",NA,"1984-03-24","2",NA,"255.3879","0","0"," 234.352507"," 284.423251","1","6.385822e-03","0.2228407","0","0","  92.4756168","0.2228407","0.006385822","0","12","0","0","0","0"," 234.352507"
"85",NA,NA,"0",NA,NA," 3","25","1984","1984-03-25",NA,"1984-03-25","2",NA,"255.3879","0","0"," 212.652706"," 234.352507","1","6.385822e-03","0.2228407","0","0","  80.6046653","0.2228407","0.006385822","0","12","0","0","0","0"," 212.652706"
"86",NA,NA,"0",NA,NA," 3","26","1984","1984-03-26",NA,"1984-03-26","2",NA,"255.3879","0","0"," 181.654703"," 212.652706","1","6.385822e-03","0.2228407","0","0","  74.0816998","0.2228407","0.006385822","0","13","0","0","0","0"," 181.654703"
"87",NA,NA,"0",NA,NA," 3","27","1984","1984-03-27",NA,"1984-03-27","2",NA,"255.3879","0","0"," 230.634443"," 181.654703","1","6.385822e-03","0.2228407","0","0","  98.2238346","0.2228407","0.006385822","0","13","0","0","0","0"," 230.634443"
"88",NA,NA,"0",NA,NA," 3","28","1984","1984-03-28",NA,"1984-03-28","2",NA,"255.3879","0","0"," 243.273435"," 230.634443","1","6.385822e-03","0.2228407","0","0"," 103.5408002","0.2228407","0.006385822","0","13","0","0","0","0"," 243.273435"
"89",NA,NA,"0",NA,NA," 3","29","1984","1984-03-29",NA,"1984-03-29","2",NA,"255.3879","0","0"," 229.367670"," 243.273435","1","6.385822e-03","0.2228407","0","0","  91.7153661","0.2228407","0.006385822","0","13","0","0","0","0"," 229.367670"
"90",NA,NA,"0",NA,NA," 3","30","1984","1984-03-30",NA,"1984-03-30","2",NA,"255.3879","0","0"," 496.259155"," 229.367670","1","6.385822e-03","0.2228407","0","0"," 244.8147151","0.2228407","0.006385822","0","13","0","0","0","0"," 496.259155"
"91",NA,NA,"0",NA,NA," 3","31","1984","1984-03-31",NA,"1984-03-31","2",NA,"255.3879","0","0"," 598.967231"," 496.259155","1","6.385822e-03","0.2228407","0","0"," 271.5925756","0.2228407","0.006385822","0","13","0","0","0","0"," 598.967231"
"92",NA,NA,"0",NA,NA," 4"," 1","1984","1984-04-01",NA,"1984-04-01","2",NA,"255.3879","0","0"," 450.327291"," 598.967231","1","6.385822e-03","0.2066300","0","0"," 138.0050753","0.2066300","0.006385822","0","13","0","0","0","0"," 450.327291"
"93",NA,NA,"0",NA,NA," 4"," 2","1984","1984-04-02",NA,"1984-04-02","2",NA,"255.3879","0","0"," 353.029064"," 450.327291","1","4.446117e-02","0.2066300","0","0"," 122.1493351","0.2066300","0.044461169","0","14","0","0","0","0"," 353.029064"
"94",NA,NA,"0",NA,NA," 4"," 3","1984","1984-04-03",NA,"1984-04-03","2",NA,"255.3879","0","0"," 250.428523"," 353.029064","1","4.446117e-02","0.2066300","0","0"," 104.5046282","0.2066300","0.044461169","0","14","0","0","0","0"," 250.428523"
"95",NA,NA,"0",NA,NA," 4"," 4","1984","1984-04-04",NA,"1984-04-04","2",NA,"255.3879","0","0"," 237.779600"," 250.428523","1","4.446117e-02","0.2066300","0","0","  96.8306594","0.2066300","0.044461169","0","14","0","0","0","0"," 237.779600"
"96",NA,NA,"0",NA,NA," 4"," 5","1984","1984-04-05",NA,"1984-04-05","2",NA,"255.3879","0","0"," 215.569352"," 237.779600","1","4.446117e-02","0.2066300","0","0","  92.8908541","0.2066300","0.044461169","0","14","0","0","0","0"," 215.569352"
"97",NA,NA,"0",NA,NA," 4"," 6","1984","1984-04-06",NA,"1984-04-06","2",NA,"255.3879","0","0"," 349.759731"," 215.569352","1","4.446117e-02","0.2066300","0","0"," 158.8211862","0.2066300","0.044461169","0","14","0","0","0","0"," 349.759731"
"98",NA,NA,"0",NA,NA," 4"," 7","1984","1984-04-07",NA,"1984-04-07","2",NA,"255.3879","0","0"," 436.700297"," 349.759731","1","4.446117e-02","0.2066300","0","0"," 194.0320084","0.2066300","0.044461169","0","14","0","0","0","0"," 436.700297"
"99",NA,NA,"0",NA,NA," 4"," 8","1984","1984-04-08",NA,"1984-04-08","2",NA,"255.3879","0","0"," 368.941328"," 436.700297","1","4.446117e-02","0.2066300","0","0"," 136.9643394","0.2066300","0.044461169","0","14","0","0","0","0"," 368.941328"
"100",NA,NA,"0",NA,NA," 4"," 9","1984","1984-04-09",NA,"1984-04-09","2",NA,"255.3879","0","0"," 312.072581"," 368.941328","1","4.446117e-02","0.2066300","0","0"," 112.4275887","0.2066300","0.044461169","0","15","0","0","0","0"," 312.072581"
"101",NA,NA,"0",NA,NA," 4","10","1984","1984-04-10",NA,"1984-04-10","2",NA,"255.3879","0","0"," 246.541706"," 312.072581","1","4.446117e-02","0.2066300","0","0","  99.8964419","0.2066300","0.044461169","0","15","0","0","0","0"," 246.541706"
