"","flow","rivseg","basin","river","DAsqmi","bascd","Upstream","Downstream","downseg","upseg"
"407",0,"YM0_6622_0000","York River Basin","Drains to Tidal Water - No River Simulation",93.834198,"YM","6622","0000","NA","NA"
"411",5,"YP5_6780_0000","York River Basin","Pamunkey River",161.3220062,"YP","6780","0000","NA","NA"
"412",0,"YP0_6781_0000","York River Basin","Drains to Tidal Water - No River Simulation",10.83069992,"YP","6781","0000","NA","NA"
"414",0,"EU0_3301_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.64921999,"EU","3301","0000","NA","NA"
"415",0,"EU0_3131_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",9.885080338,"EU","3131","0000","NA","NA"
"416",0,"EU0_3130_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.57e-06,"EU","3130","0000","NA","NA"
"417",0,"EU0_4016_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.583809972,"EU","4016","0000","NA","NA"
"418",0,"EU0_4124_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.663052976,"EU","4124","0000","NA","NA"
"419",0,"EU0_4123_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.022809982,"EU","4123","0000","NA","NA"
"420",0,"EU0_4125_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",2.675849915,"EU","4125","0000","NA","NA"
"421",0,"EU0_3011_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.649179935,"EU","3011","0000","NA","NA"
"422",0,"EU0_3364_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.154122993,"EU","3364","0000","NA","NA"
"423",0,"EM0_4551_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.880249977,"EM","4551","0000","NA","NA"
"424",0,"EU0_4872_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.10980034,"EU","4872","0000","NA","NA"
"425",0,"EM0_4889_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.485020161,"EM","4889","0000","NA","NA"
"426",0,"EM0_4876_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",7.678199768,"EM","4876","0000","NA","NA"
"427",0,"EM0_4890_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",4.484869957,"EM","4890","0000","NA","NA"
"428",0,"EM0_4327_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",8.800290108,"EM","4327","0000","NA","NA"
"429",0,"EM0_4891_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.527462006,"EM","4891","0000","NA","NA"
"430",0,"EL0_4892_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.204430103,"EL","4892","0000","NA","NA"
"431",0,"EL0_5262_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.620980024,"EL","5262","0000","NA","NA"
"432",0,"EL0_5285_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.330770016,"EL","5285","0000","NA","NA"
"433",0,"EL0_5764_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.450922996,"EL","5764","0000","NA","NA"
"434",0,"EL0_4598_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",20.90649986,"EL","4598","0000","NA","NA"
"435",2,"EL2_4634_0000","Eastern Shore of Chesapeake Bay","Nanticoke River",17.02619934,"EL","4634","0000","NA","NA"
"436",0,"EL0_5765_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",2.769140005,"EL","5765","0000","NA","NA"
"437",0,"EL0_5894_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.145030022,"EL","5894","0000","NA","NA"
"438",0,"EL0_6004_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.141464993,"EL","6004","0000","NA","NA"
"439",0,"EL0_5973_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",13.89039993,"EL","5973","0000","NA","NA"
"440",0,"EL0_6191_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",16.38190079,"EL","6191","0000","NA","NA"
"441",0,"EL0_5896_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.352460027,"EL","5896","0000","NA","NA"
"442",0,"EL0_5895_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.14022994,"EL","5895","0000","NA","NA"
"443",0,"EL0_5766_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.264706999,"EL","5766","0000","NA","NA"
"444",0,"EL0_4597_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.69869995,"EL","4597","0000","NA","NA"
"445",3,"EL3_5974_0000","Eastern Shore of Chesapeake Bay","Pocomoke River",26.86000061,"EL","5974","0000","NA","NA"
"446",3,"EL3_5971_0000","Eastern Shore of Chesapeake Bay","Pocomoke River",26.19549942,"EL","5971","0000","NA","NA"
"447",0,"EM0_5263_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.387367994,"EM","5263","0000","NA","NA"
"448",0,"EU0_3302_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.173810005,"EU","3302","0000","NA","NA"
"449",0,"WU0_3163_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",4.954520226,"WU","3163","0000","NA","NA"
"450",0,"WU0_3164_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",9.436039925,"WU","3164","0000","NA","NA"
"451",0,"WU0_3255_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",2.262789965,"WU","3255","0000","NA","NA"
"452",0,"WU0_3254_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.86420989,"WU","3254","0000","NA","NA"
"453",0,"WU0_3541_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",2.16170001,"WU","3541","0000","NA","NA"
"454",0,"WU0_3542_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.184276,"WU","3542","0000","NA","NA"
"455",0,"WU0_3821_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.01394999,"WU","3821","0000","NA","NA"
"456",0,"WM0_3744_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.322035998,"WM","3744","0000","NA","NA"
"457",0,"WM0_3965_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.517529964,"WM","3965","0000","NA","NA"
"458",0,"WM0_3966_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.268970996,"WM","3966","0000","NA","NA"
"459",0,"WL0_4393_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.317276001,"WL","4393","0000","NA","NA"
"460",0,"WL0_4394_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.560969949,"WL","4394","0000","NA","NA"
"461",0,"WL0_4424_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",9.425869942,"WL","4424","0000","NA","NA"
"462",0,"PL0_5791_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",3.733170033,"PL","5791","0000","NA","NA"
"463",0,"PL0_5391_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",10.16779995,"PL","5391","0000","NA","NA"
"464",0,"PL0_5392_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",10.5777998,"PL","5392","0000","NA","NA"
"465",7,"PL7_4981_0000","Potomac River Basin","Potomac River",29.65209961,"PL","4981","0000","NA","NA"
"466",7,"PL7_4962_0000","Potomac River Basin","Potomac River",18.29220009,"PL","4962","0000","NA","NA"
"467",7,"PL7_4941_0000","Potomac River Basin","Potomac River",5.378280163,"PL","4941","0000","NA","NA"
"468",7,"PL7_4911_0000","Potomac River Basin","Potomac River",17.17650032,"PL","4911","0000","NA","NA"
"469",0,"JB0_7391_0000","James River Basin","Drains to Tidal Water - No River Simulation",2.58020997,"JB","7391","0000","NA","NA"
"470",0,"JB0_7392_0000","James River Basin","Drains to Tidal Water - No River Simulation",1.492799997,"JB","7392","0000","NA","NA"
"471",0,"JB0_7271_0000","James River Basin","James River",10.83100033,"JB","7271","0000","NA","NA"
"472",0,"JB0_7075_0000","James River Basin","Drains to Tidal Water - No River Simulation",0.352548003,"JB","7075","0000","NA","NA"
"473",0,"JB0_7076_0000","James River Basin","Drains to Tidal Water - No River Simulation",10.15019989,"JB","7076","0000","NA","NA"
"474",0,"YL0_7371_0000","York River Basin","Drains to Tidal Water - No River Simulation",2.106980085,"YL","7371","0000","NA","NA"
"475",0,"YL0_7372_0000","York River Basin","Drains to Tidal Water - No River Simulation",0.0299199,"YL","7372","0000","NA","NA"
"476",0,"YL0_6932_0000","York River Basin","Drains to Tidal Water - No River Simulation",25.05999947,"YL","6932","0000","NA","NA"
"477",0,"YL0_6929_0000","York River Basin","Drains to Tidal Water - No River Simulation",0.360734999,"YL","6929","0000","NA","NA"
"478",0,"YP0_6783_0000","York River Basin","Drains to Tidal Water - No River Simulation",8.359379768,"YP","6783","0000","NA","NA"
"479",0,"YP0_6782_0000","York River Basin","Drains to Tidal Water - No River Simulation",38.67710114,"YP","6782","0000","NA","NA"
"480",0,"YM0_6623_0000","York River Basin","Mattaponi River",27.82229996,"YM","6623","0000","NA","NA"
"481",0,"YL0_6871_0000","York River Basin","Drains to Tidal Water - No River Simulation",17.81240082,"YL","6871","0000","NA","NA"
"482",0,"RL0_6531_0000","Rappahannock River Basin","Drains to Tidal Water - No River Simulation",34.25220108,"RL","6531","0000","NA","NA"
"483",5,"RL5_6072_0000","Rappahannock River Basin","Rappahannock River",8.670559883,"RL","6072","0000","NA","NA"
"484",5,"RL5_6071_0000","Rappahannock River Basin","Rappahannock River",86.24289703,"RL","6071","0000","NA","NA"
"485",0,"JB0_7382_0000","James River Basin","Drains to Tidal Water - No River Simulation",65.86019897,"JB","7382","0000","NA","NA"
"486",0,"RL0_6451_0000","Rappahannock River Basin","Drains to Tidal Water - No River Simulation",0.046178799,"RL","6451","0000","NA","NA"
"487",0,"PL0_6271_0000","Potomac River Basin","Great Wicomico River",15.59160042,"PL","6271","0000","NA","NA"
"488",0,"PL0_5921_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",1.400990009,"PL","5921","0000","NA","NA"
"489",0,"JB0_7661_0000","James River Basin","Drains to Tidal Water - No River Simulation",26.49209976,"JB","7661","0000","NA","NA"
"490",0,"JB0_7662_0000","James River Basin","Drains to Tidal Water - No River Simulation",2.816649914,"JB","7662","0000","NA","NA"
"491",0,"JB0_7394_0000","James River Basin","Drains to Tidal Water - No River Simulation",0.37361601,"JB","7394","0000","NA","NA"
"492",0,"JB0_7393_0000","James River Basin","Drains to Tidal Water - No River Simulation",10.60249996,"JB","7393","0000","NA","NA"
"493",0,"JB0_7398_0000","James River Basin","Drains to Tidal Water - No River Simulation",3.762969971,"JB","7398","0000","NA","NA"
"494",0,"JB0_7396_0000","James River Basin","Drains to Tidal Water - No River Simulation",13.79580021,"JB","7396","0000","NA","NA"
"495",0,"JB0_7381_0000","James River Basin","Drains to Tidal Water - No River Simulation",37.48199844,"JB","7381","0000","NA","NA"
"496",0,"JB0_7399_0000","James River Basin","Drains to Tidal Water - No River Simulation",2.675260067,"JB","7399","0000","NA","NA"
"497",0,"JB0_7383_0000","James River Basin","Drains to Tidal Water - No River Simulation",38.08610153,"JB","7383","0000","NA","NA"
"498",0,"JB0_7397_0000","James River Basin","Drains to Tidal Water - No River Simulation",6.19618988,"JB","7397","0000","NA","NA"
"499",0,"JB0_7395_0000","James River Basin","Drains to Tidal Water - No River Simulation",0.982313991,"JB","7395","0000","NA","NA"
"500",0,"WL0_4425_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.603420019,"WL","4425","0000","NA","NA"
"501",0,"PL0_6272_0000","Potomac River Basin","Great Wicomico River",3.727780104,"PL","6272","0000","NA","NA"
"502",0,"PL0_6141_0000","Potomac River Basin","Great Wicomico River",3.396749973,"PL","6141","0000","NA","NA"
"503",0,"PL0_6131_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",1.907189965,"PL","6131","0000","NA","NA"
"504",0,"PL0_6101_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",8.676099777,"PL","6101","0000","NA","NA"
"505",0,"PL0_5922_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",2.26086998,"PL","5922","0000","NA","NA"
"506",0,"PL0_5923_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",0.84949702,"PL","5923","0000","NA","NA"
"507",0,"PL0_5903_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",0.507597029,"PL","5903","0000","NA","NA"
"508",0,"PL0_5902_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",4.241479874,"PL","5902","0000","NA","NA"
"509",0,"PL0_5901_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",0.823123991,"PL","5901","0000","NA","NA"
"510",0,"PL0_5851_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",0.211654007,"PL","5851","0000","NA","NA"
"511",0,"PL0_5904_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",9.7957201,"PL","5904","0000","NA","NA"
"512",0,"PL0_5495_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",0.956691027,"PL","5495","0000","NA","NA"
"513",0,"PL0_5494_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",1.574399948,"PL","5494","0000","NA","NA"
"514",0,"PL0_5492_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",3.819780111,"PL","5492","0000","NA","NA"
"515",7,"PL7_4964_0000","Potomac River Basin","Potomac River",0.747201025,"PL","4964","0000","NA","NA"
"516",0,"WM0_3743_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",0.893073022,"WM","3743","0000","NA","NA"
"517",0,"WM0_3745_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.661540031,"WM","3745","0000","NA","NA"
"518",2,"PL2_4811_0000","Potomac River Basin","Annacostia River",3.451839924,"PL","4811","0000","NA","NA"
