"","Overall.Mean.Flow","Jan..Low.Flow","Feb..Low.Flow","Mar..Low.Flow","Apr..Low.Flow","May.Low.Flow","Jun..Low.Flow","Jul..Low.Flow","Aug..Low.Flow","Sep..Low.Flow","Oct..Low.Flow","Nov..Low.Flow","Dec..Low.Flow","Jan..Mean.Flow","Feb..Mean.Flow","Mar..Mean.Flow","Apr..Mean.Flow","May.Mean.Flow","Jun..Mean.Flow","Jul..Mean.Flow","Aug..Mean.Flow","Sep..Mean.Flow","Oct..Mean.Flow","Nov..Mean.Flow","Dec..Mean.Flow","Min..1.Day.Min","Med..1.Day.Min.","Min..3.Day.Min","Med..3.Day.Min.","Min..7.Day.Min","Med..7.Day.Min.","Min..30.Day.Min","Med..30.Day.Min.","Min..90.Day.Min","Med..90.Day.Min.","X7Q10","Year.of.90.Day.Low.Flow","X1..Non.Exceedance","X5..Non.Exceedance","X50..Non.Exceedance","X95..Non.Exceedance","X99..Non.Exceedance","Sept..10..Non.Exceedance","Mean.Baseflow","Jan..High.Flow","Feb..High.Flow","Mar..High.Flow","Apr..High.Flow","May.High.Flow","Jun..High.Flow","Jul..High.Flow","Aug..High.Flow","Sep..High.Flow","Oct..High.Flow","Nov..High.Flow","Dec..High.Flow","Max..1.Day.Max","Med..1.Day.Max.","Max..3.Day.Max","Med..3.Day.Max.","Max..7.Day.Max","Med..7.Day.Max.","Max..30.Day.Max","Med..30.Day.Max.","Max..90.Day.Max","Med..90.Day.Max.","Drought.Year.Mean"
"OD1_8910_8930",128,54,60,70,75,91,96,94,97,73,67.7,56,50,136,143,181,173,140,135,113,111,97.8,90.2,105,113,8.67,39,9.2,40,10.1,43.7,16.6,50.6,21.3,67.4,20.6,2002,23.2,36,97,298,682,36.9,87.1,159,226,237,328,334,467,330,343,275,178,250,175,6580,1270,2660,870,1420,516,514,264,362,193,128
"OD3_8850_8931",136,61,71,80,85,97,97,94.4,83.2,73.5,71,63,54,149,153,199,167,134,140,126,112,123,99.4,116,120,5.92,44,5.97,45,6.39,47.1,11.7,57.6,16.9,74.2,22.3,2002,19.8,39,97,308,925,42.9,86.5,148,267,299,520,412,730,284,339,336,245,222,211,7460,2070,3390,1180,1600,684,539,330,379,214,136
"TU4_8680_8810",701,91,94.1,201,270,481,488,441,307,189,153,114,93,1010,1360,1340,1110,826,567,352,294,215,222,435,738,39,70,44,70.3,49,72.9,62.7,90.8,83.4,172,55.4,1988,60.7,83,371,2270,5020,69,333,215,1260,2500,3210,5120,3530,1940,2750,1050,787,533,346,20100,8530,11400,6190,6930,4030,3410,2050,2210,1430,701
"MN2_8530_8510",59,1.35,4.1,10.5,27.5,42,36,22.5,11.5,3.3,1.07,1.55,1.6,108,110,160,87.5,45.6,22.6,16.8,32.7,21.4,9.77,55.2,41.6,0,0.13,-3.58e-15,0.157,0,0.276,0.00633,1.5,1.7,9.36,0.000146,1987,0,0.531,20,202,761,0.01,18.5,48,96,123,441,336,994,174,112,71,77,78,30.5,3010,1550,1820,847,948,434,452,182,270,133,59
"OR1_7700_7980",104,30,44,55.2,62,73,77,69.9,53,40,27,23,26,127,139,169,133,108,77.1,58.7,61.4,101,61.8,105,105,0,22,0.00667,23.3,0.02,23.9,1.82,28.6,7.03,42.2,2.51,2002,7.48,21.2,66,261,793,15,59.3,120,243,277,339,486,456,269,195,123,124,147,70,6920,1340,4520,784,2120,523,611,243,341,173,104
"TU3_8650_8800",294,35,39,72,118,173,207,206,121,78.7,55,44,37,427,562,566,449,372,230,152,115,89.2,92.2,184,304,17,26,18,27,21,27.7,25.1,35.3,31.5,62.8,22.5,1988,26,32,156,945,2240,27,134,94,319,1210,1560,1870,1580,928,1210,410,274,226,129,12700,4370,5840,2760,3040,1830,1330,880,951,572,294
"OR2_8020_8130",245,48,60,79.7,79,118,197,143,129,93,65,45,46,303,392,444,406,290,218,131,112,160,108,181,213,14,36.9,14.3,38,15.2,39.4,22.1,49.5,31.9,75.6,26.4,2002,29.9,40,130,731,1920,38,126,159,344,509,1040,913,1160,837,677,362,279,165,147,7480,4510,5090,2630,2870,1570,1510,684,920,465,245
"OR1_8280_8020",119,29,38,44,45,66,91,76,68,51,39,31,28,141,174,205,183,136,107,71.1,58.8,93.4,62.9,97.7,98.5,6.95,22,7.19,22,7.52,23.3,12.2,29.9,15.6,42.4,13.3,2002,14.1,22,71,313,847,22,64.9,101,222,239,378,338,631,341,301,172,117,80,72,4270,1920,2460,1300,1340,757,768,327,477,205,119
"TU5_9000_9280",1790,199,368,888,648,1160,846,1180,659,552,413,296,200,2200,2890,2780,3270,1800,1860,999,722,543,422,1690,2430,88,133,88.7,137,90.7,142,142,235,282,694,95,2002,125,173,1120,5350,11800,120,846,746,6450,5180,9170,6580,7040,11800,7580,3360,2960,1060,1440,43600,22000,30700,15600,16200,9880,6180,5270,3890,3140,1790
"TU2_8970_9280",1790,199,368,888,648,1160,846,1180,659,552,413,296,200,2200,2890,2780,3270,1800,1860,999,722,543,422,1690,2430,88,133,88.7,137,90.7,142,142,235,282,694,95,2002,125,173,1120,5350,11800,120,846,746,6450,5180,9170,6580,7040,11800,7580,3360,2960,1060,1440,43600,22000,30700,15600,16200,9880,6180,5270,3890,3140,1790
"OR3_7740_8271",544,137,156,192,210,323,363,315,245,224,178,135,128,639,807,909,854,612,515,340,304,413,279,422,458,79.5,114,81,122,82.4,131,103,153,123,205,102,2002,104,130,302,1490,4280,127,283,364,727,1050,1710,1610,2980,1700,1440,727,621,563,341,19700,8200,12500,4590,6810,3060,3710,1400,2130,918,544
"OR2_8130_7900",276,61,72,83,85,158,184,181,114,99,73,55,51,352,509,543,402,283,255,154,121,195,94.6,170,245,15.2,47,15.9,47.7,17.7,50.9,25.9,57.9,34.8,86,26.2,2002,31.5,45.7,128,841,2470,40.9,136,186,260,604,1180,1100,1720,1080,483,419,296,173,134,10500,5850,6140,3490,3590,1880,1750,769,1020,498,276
"OR2_7900_7740",372,69,84,120,125,214,249,212,163,126,83,67,59,460,580,650,604,434,337,204,173,263,170,291,313,16.3,50,16.8,51.7,18.5,55.6,33.8,66.8,50.2,111,33.9,2002,42.8,59.5,191,1120,2900,56,184,213,455,829,1400,1290,2180,1390,1020,498,413,262,208,15000,5700,9480,3680,5250,2310,2590,992,1500,655,372
"MN4_8260_8400",727,61,151,166,298,397,413,348,176,112,60,52,58,1010,1130,1430,1120,701,451,306,364,647,299,599,702,3.6,21,4.29,28.7,6.36,40.9,13.5,81,25,162,15.1,2002,16.5,48,334,2820,6700,33,260,637,1710,2910,4550,4230,5020,4200,1940,782,1040,1180,470,18000,8320,16800,6910,10700,4080,4370,1870,2990,1410,727
"MN3_8190_8260",511,56,124,153,212,349,336,283,152,99,56,52,48,708,786,1030,771,500,335,207,235,437,216,450,477,2.19,30,2.22,33,2.57,36.5,10.2,62.3,23,125,11.3,2002,17.2,39,252,1690,5340,26,208,551,1220,1870,2890,2980,3370,3330,1260,592,465,609,274,15400,7580,12300,6400,7830,3380,2990,1470,2110,973,511
"MN1_7990_8100",44.8,3.9,10,14,17,29,27.8,24.7,12.2,6.93,3.2,2.1,1.52,60.9,72.3,85.4,67,45,27.5,18.5,22.3,33.6,16.1,47.3,44.6,0,1,-2.16e-14,1.1,0.01,1.24,0.059,2.76,1.52,9.9,0.152,2002,0.36,1.6,19,153,446,0.819,15.5,49.9,178,242,299,243,350,241,224,86,40,75,22,3010,840,1390,503,842,258,299,125,187,84.8,44.8
"NR6_8051_8000",4980,1190,1310,1500,1710,2050,2920,2440,2990,2280,1520,1310,1250,6110,7230,8050,7280,5980,4710,3230,2960,3110,2900,4010,4440,557,1130,618,1180,646,1250,947,1540,1280,2240,852,2002,954,1210,3480,13200,25200,1100,2560,4800,7460,8320,13000,13700,17600,14600,12400,7530,5620,5500,4630,89400,40000,58600,29500,39100,20100,21100,11300,14300,8850,4980
"NR3_8420_8430",357,133,150,178,130,200,276,301,279,218,169,142,122,398,471,532,500,399,358,257,232,280,233,318,318,31,95,31.3,98.5,32,105,52.9,133,75.4,189,59.2,2002,73,104,261,804,1860,101,235,394,763,695,925,1000,1560,895,865,594,471,399,446,9330,3760,4810,2340,2790,1500,1480,785,1030,587,357
"NR2_8210_8180",302,32,45,88,118,176,244,192,116,76.4,52.7,38,33.5,409,545,594,501,383,237,132,102,121,113,199,300,10,28,11.3,29,16,31.5,23.1,38.2,33.2,64,20.5,1988,24,33,159,969,1930,27.5,146,106,296,1200,1530,1380,1650,871,958,438,312,154,155,7910,3810,5630,2590,3080,1630,1770,850,1110,632,302
"NR3_8290_8170",323,44,53,87,115,177,261,213,132,91,58,51,43,440,557,641,528,450,276,132,115,137,125,198,296,25,40,27.1,40.7,28.5,41.3,33.5,47.7,39.3,71.1,31.4,1988,34,42,154,1070,2430,38,156,94,352,1070,1430,1350,2100,1150,1310,426,175,143,126,14100,4560,6450,3130,3960,1920,1890,903,1210,653,323
"NR6_8500_7820",3830,1060,1060,1050,1080,1160,1400,1360,1720,1750,1390,1120,1090,4440,5210,5790,5290,4300,3790,2840,2580,2690,2490,3310,3320,754,917,787,964,793,1070,810,1340,990,2000,860,2002,858,989,2820,9930,17800,1040,1840,4130,7360,7420,8750,10700,12300,12200,9120,6410,4870,4800,4630,74000,35800,49300,22000,27800,15000,14500,8110,10500,6760,3830
"NR3_8430_7820",3830,1060,1060,1050,1080,1160,1400,1360,1720,1750,1390,1120,1090,4440,5210,5790,5290,4300,3790,2840,2580,2690,2490,3310,3320,754,917,787,964,793,1070,810,1340,990,2000,860,2002,858,989,2820,9930,17800,1040,1840,4130,7360,7420,8750,10700,12300,12200,9120,6410,4870,4800,4630,74000,35800,49300,22000,27800,15000,14500,8110,10500,6760,3830
"OR1_8320_8271",131,36,50,59,58,89,104,95,81,59,40,32,34,155,165,207,201,128,129,88.5,77.6,110,79.8,120,115,3.83,24,4.2,26,4.61,28.6,12.7,39.6,17.9,52.3,12,2002,13,25,85,330,915,24.9,76.8,131,289,250,388,393,714,323,240,156,168,130,209,5410,2270,3370,1190,1860,632,842,319,505,220,131
"OD3_8340_8520",498,91,174,215,213,323,365,308,215,159,107,107,93,660,711,863,696,505,398,263,269,416,317,408,493,18,70,18,90.3,18.3,93.8,22.2,123,39.6,184,33.7,2002,29,80,292,1460,4400,76,239,427,1260,1290,1960,2170,2420,1460,894,791,495,456,376,22300,5910,18300,4450,10900,2970,3080,1180,1640,865,498
"OR5_8200_8370",3090,1040,1220,1230,1270,1500,1680,1560,1930,1350,1140,1050,959,3570,4070,4860,4610,3450,2790,2030,1880,2680,2010,2510,2740,350,918,393,945,406,972,458,1060,522,1400,605,2002,489,781,1860,8880,23100,782,1640,2170,6200,4320,9350,10400,13400,11500,5830,4470,3300,2860,2670,78700,31500,63200,26600,37000,18500,18300,7600,10600,5320,3090
"OR2_8460_8271",396,152,189,201,215,282,319,304,237,185,167,136,122,468,474,597,546,388,353,286,255,413,285,341,357,17.5,105,17.9,115,19.3,124,32.6,142,56.2,205,51.5,2002,56.4,103,268,892,2940,92.4,235,444,822,879,1190,1710,2190,1330,755,502,620,450,679,34900,6360,15100,3670,6930,1870,2300,887,1340,561,396
"OR5_7890_7970",2490,962,971,1030,1140,1340,1460,1370,1540,1170,1010,972,911,2850,3270,3900,3730,2750,2330,1660,1570,2170,1630,1970,2160,229,637,276,831,350,888,401,932,468,1180,497,2002,389,619,1480,7070,18800,646,1360,1440,4520,3390,8660,7710,10800,9690,5310,3060,2560,2380,1860,65600,29200,48800,25200,30100,15100,14600,6810,8240,4320,2490
"OD2_8670_8890",118,42,50,55,59,72,88,76.3,64.6,52,39,36,36,149,146,193,156,116,103,79.1,86.1,114,83.9,90.1,107,6.4,33,6.56,33.3,7.82,34.1,10.6,41.7,16.6,59,14.6,2002,17,29,73.8,274,974,28,64.5,112,200,255,533,518,630,280,236,165,192,156,134,8340,2660,4770,1380,2780,662,836,282,364,188,118
"OR2_7670_7840",169,46,57,79,90,106,101,96,78,60.6,38,37,37,211,233,276,215,169,130,95.9,89.8,188,104,157,167,1,31,1.12,32.7,1.41,33.4,5.02,43.2,10.7,63.4,9.41,2002,10.6,27.3,97.6,457,1330,21,87.1,203,553,584,630,657,906,460,332,271,322,195,133,20000,3140,11400,1680,5550,887,1480,494,584,292,169
"OR2_7650_8070",192,49,67,91,76,118,132,126,111,86,58,48,47,229,253,290,278,210,193,122,104,180,119,150,176,6.04,38,6.42,38.7,7.18,44.1,10.7,50,17.8,74.1,15.7,2002,15,35,113,510,1550,32,100,127,306,577,733,576,899,607,303,295,280,229,211,26000,2710,10700,1580,4810,972,1340,475,750,313,192
"OR4_8120_7890",1790,719,796,786,826,921,852,889,1020,820,746,782,759,2010,2350,2730,2670,2000,1670,1260,1190,1560,1210,1400,1490,142,513,186,570,411,693,420,751,449,863,482,2002,246,464,1030,5260,13000,518,930,1060,1550,2480,5660,5590,8290,5700,3580,2470,2570,2210,1230,46700,16800,32300,15300,21400,9860,11100,4180,6320,3020,1790
"MN3_7930_8010",555,39,109,160,245,383,411,284,160,99,50,41,31,758,853,1080,872,556,356,225,264,482,240,457,537,1.48,20,1.73,20.7,3.17,24.3,11.2,41.7,21.4,130,8.68,2002,13,31,282,1970,4860,18.3,233,376,957,1390,2090,1770,2910,2560,1310,875,680,535,315,14300,5860,12200,5340,7870,3410,3070,1590,2240,1070,555
"MN3_7770_7930",297,32,93,104,139,229,217,208,137,70,35,30,22,380,429,567,451,341,208,134,151,231,131,270,286,0.58,16,0.593,16.7,0.676,18.1,2.12,30.7,10.8,81.5,4.54,2002,7.48,21.9,168,848,2570,15.7,139,205,747,669,1120,1150,1780,1470,830,620,311,341,189,17000,4940,12200,3420,6100,1810,2150,783,1330,525,297
"MN4_7710_8161",1390,67,156,445,703,1090,1020,759,389,191,96,75,64,1900,2310,2710,2340,1270,796,505,747,1330,585,932,1340,13,42,14.3,43.3,17.4,47.4,30,82.6,41.2,235,24.6,2002,29.3,56,751,5000,9160,42.5,664,707,1490,1960,4210,4790,4550,4900,3130,1960,1090,1500,675,34500,8350,32700,8020,26100,7300,9190,4040,5420,3020,1390
"MN5_8230_8161",1390,67,156,445,703,1090,1020,759,389,191,96,75,64,1900,2310,2710,2340,1270,796,505,747,1330,585,932,1340,13,42,14.3,43.3,17.4,47.4,30,82.6,41.2,235,24.6,2002,29.3,56,751,5000,9160,42.5,664,707,1490,1960,4210,4790,4550,4900,3130,1960,1090,1500,675,34500,8350,32700,8020,26100,7300,9190,4040,5420,3020,1390
"MN2_7720_7830",104,3,14,22,34,66,68,46,23,10,4.5,2.8,1.4,140,167,210,167,111,63.1,36.7,52.4,81.6,49,79.6,93.2,0,0.89,3.86e-14,0.93,0.03,1.08,0.346,2.25,1.94,18.9,0.153,2002,0.47,1.7,45,365,996,0.95,37.4,55,153,227,530,595,770,558,292,170,86,52,26,8400,1970,4220,1390,2110,737,832,346,527,224,104
"MN3_7540_7680",314,8.98,44,90.5,150,191,202,150,49,8.43,0.665,2.33,0.02,421,523,630,498,242,122,114,207,391,162,198,301,0,0,-1.79e-15,4.63e-17,-1.5e-14,2.16e-15,-3.19e-14,1.74,1.07,40.2,4.83e-15,2002,0,0,154,1150,2150,0,142,110,266,546,672,899,960,1040,549,344,337,331,110,11400,2350,10700,2210,7710,1930,2350,823,1410,582,314
"MN4_8080_8110",648,4.92,19,118,346,519,534,369,62.5,11,2.8,5.3,3.34,882,1140,1210,1030,485,330,207,476,750,330,368,615,0,0.77,0.167,1.11,0.256,1.59,0.882,3.51,5.85,65.6,0.437,2002,0.62,2,369,2320,4160,1.99,323,114,481,813,1300,1600,1600,1760,855,745,431,812,371,22000,4320,20800,4150,17500,3140,5920,1730,2560,1330,648
"BS2_8590_8440",366,26,26.2,60,111,191,218,258,120,64,56,39,27,488,733,751,674,433,281,194,122,94.3,108,177,357,8.2,17,8.73,17.6,9.17,20.3,12.7,28.8,28.5,75.1,12.3,1988,15,24,159,1260,3380,18,143,126,955,1250,1820,3640,2040,1300,1320,508,437,363,246,15000,5940,7440,3590,4400,2570,2030,1150,1470,766,366
"BS3_8580_8440",366,26,26.2,60,111,191,218,258,120,64,56,39,27,488,733,751,674,433,281,194,122,94.3,108,177,357,8.2,17,8.73,17.6,9.17,20.3,12.7,28.8,28.5,75.1,12.3,1988,15,24,159,1260,3380,18,143,126,955,1250,1820,3640,2040,1300,1320,508,437,363,246,15000,5940,7440,3590,4400,2570,2030,1150,1470,766,366
