WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-77.1473597252644 38.392463677237,-77.1657796549395 38.3924395608615,-77.1658121064271 38.4069363682877,-77.1473885710499 38.4069604892282,-77.1473597252644 38.392463677237))",47,231573,1,21,19,-121,"21",16.0276,-92,POAQ,21120,27878400,46,231573,1,21,19,-92.6,21,POAQ,-86.9909,-87.6274,-88.0442,-88.3556,-88.601,-92.7254,-94.81,-96.2416,-97.2656,-98.0199,-92.7259,-94.6444,-94.9904,-94.6318,-94.1737,5.6091,4.9726,4.5558,4.2444,3.999,-0.1254,-2.21,-3.6416,-4.6656,-5.4199,-0.1259,-2.0444,-2.3904,-2.0318,-1.5737
"POLYGON ((-77.331493404225 38.3775980040398,-77.3499095392255 38.3775455256556,-77.3499780203765 38.3920423510646,-77.3315582811968 38.3920948393839,-77.331493404225 38.3775980040398))",361,231659,2,11,19,-23,"107",-4.55772,8,POAQ,21120,27878400,360,231659,2,11,19,13.8,107,POAQ,-1.22137,-1.33332,-1.39719,-1.44272,-1.47833,-2.84055,-3.18745,-3.40629,-3.55836,-3.66897,-2.84045,-3.16069,-3.20616,-3.14407,-3.07099,-15.02137,-15.13332,-15.19719,-15.24272,-15.27833,-16.64055,-16.98745,-17.20629,-17.35836,-17.46897,-16.64045,-16.96069,-17.00616,-16.94407,-16.87099
"POLYGON ((-77.2394123766622 38.3778178463108,-77.2578286244822 38.3777795511602,-77.2578790845965 38.3922764208742,-77.2394592325311 38.3923147232748,-77.2394123766622 38.3778178463108))",374,231664,2,16,19,-73,"112",17.4857,-57.6,POAQ,21120,27878400,373,231664,2,16,19,-56.4,112,POAQ,-52.4262,-52.7686,-52.9917,-53.1592,-53.292,-56.9584,-58.1444,-58.9406,-59.5058,-59.9205,-56.9585,-58.0494,-58.2196,-57.9984,-57.7315,3.9738,3.6314,3.4083,3.2408,3.108,-0.5584,-1.7444,-2.5406,-3.1058,-3.5205,-0.5585,-1.6494,-1.8196,-1.5984,-1.3315
"POLYGON ((-77.2209961105089 38.3778533048007,-77.2394123766622 38.3778178463108,-77.2394592325311 38.3923147232748,-77.2210393621216 38.3923501884776,-77.2209961105089 38.3778533048007))",377,231665,2,17,19,-88,"113",18.5937,-65.8,POAQ,21120,27878400,376,231665,2,17,19,-66.4,113,POAQ,-60.0565,-60.46,-60.7237,-60.9217,-61.0784,-65.0377,-66.425,-67.3604,-68.0255,-68.5138,-65.038,-66.3139,-66.5182,-66.2626,-65.9513,6.3435,5.94,5.6763,5.4783,5.3216,1.3623,-0.025,-0.9604,-1.6255,-2.1138,1.362,0.0861,-0.1182,0.1374,0.4487
"POLYGON ((-77.1841635288435 38.3779157117828,-77.2025798274326 38.3778859266259,-77.2026194747792 38.3923828164787,-77.1841995719148 38.3924126072744,-77.1841635288435 38.3779157117828))",383,231667,2,19,19,-111,"115",16.2449,-75.4,POAQ,21120,27878400,382,231667,2,19,19,-72.2,115,POAQ,-71.2048,-71.7249,-72.0656,-72.321,-72.5228,-76.7551,-78.5077,-79.6998,-80.5498,-81.1748,-76.7556,-78.3672,-78.6385,-78.3242,-77.9339,0.9952,0.4751,0.1344,-0.121,-0.3228,-4.5551,-6.3077,-7.4998,-8.3498,-8.9748,-4.5556,-6.1672,-6.4385,-6.1242,-5.7339
"POLYGON ((-77.2946034134757 38.3631975050602,-77.3130159950365 38.3631507088146,-77.3130772438402 38.3776476457878,-77.2946610594814 38.3776944508939,-77.2946034134757 38.3631975050602))",708,231757,3,13,19,-40,"205",-1.7103,-11.6,POAQ,21120,27878400,707,231757,3,13,19,-12.4,205,POAQ,-20.8406,-21.0322,-21.1539,-21.2448,-21.3169,-24.0658,-24.7359,-25.176,-25.486,-25.7129,-24.0658,-24.6803,-24.7635,-24.6331,-24.4817,-8.4406,-8.6322,-8.7539,-8.8448,-8.9169,-11.6658,-12.3359,-12.776,-13.086,-13.3129,-11.6658,-12.2803,-12.3635,-12.2331,-12.0817
"POLYGON ((-77.3129547701929 38.348653680549,-77.3313637264192 38.3486040575957,-77.3314285526374 38.3631010764642,-77.3130159950365 38.3631507088146,-77.3129547701929 38.348653680549))",1046,231852,4,12,19,-40,"300",3.81015,-6.6,POAQ,21120,27878400,1045,231852,4,12,19,-6.6,300,POAQ,-9.27948,-9.44705,-9.55134,-9.62892,-9.69048,-12.4952,-13.0815,-13.4611,-13.7272,-13.9216,-12.4953,-13.0307,-13.0947,-12.9774,-12.8447,-2.67948,-2.84705,-2.95134,-3.02892,-3.09048,-5.8952,-6.4815,-6.8611,-7.1272,-7.3216,-5.8953,-6.4307,-6.4947,-6.3774,-6.2447
"POLYGON ((-77.2760827863867 38.3342472839449,-77.294488189103 38.3342033404553,-77.2945457900206 38.3487004679344,-77.276136787311 38.3487444197468,-77.2760827863867 38.3342472839449))",1397,231950,5,14,19,-65,"398",13.5388,-30,POAQ,21120,27878400,1396,231950,5,14,19,-30,398,POAQ,-24.1502,-24.4157,-24.5883,-24.7189,-24.823,-29.317,-30.2875,-30.926,-31.3761,-31.7056,-29.3173,-30.1988,-30.2992,-30.0988,-29.8733,5.8498,5.5843,5.4117,5.2811,5.177,0.683,-0.2875,-0.926,-1.3761,-1.7056,0.6827,-0.1988,-0.2992,-0.0988,0.1267
"POLYGON ((-77.4232425305325 38.3193192117257,-77.4416441151833 38.3192526007279,-77.4417304817166 38.3337497317144,-77.423325298609 38.3338163553298,-77.4232425305325 38.3193192117257))",1725,232038,6,6,19,43,"486",-12.9549,74,POAQ,21120,27878400,1722,232038,6,6,19,73,486,POAQ,65.6884,65.6159,65.5882,65.573,65.5624,64.4362,64.2869,64.2123,64.1656,64.1331,64.4362,64.2979,64.2824,64.3028,64.3258,-7.3116,-7.3841,-7.4118,-7.427,-7.4376,-8.5638,-8.7131,-8.7877,-8.8344,-8.8669,-8.5638,-8.7021,-8.7176,-8.6972,-8.6742
"POLYGON ((-77.4048409135228 38.3193829882673,-77.4232425305325 38.3193192117257,-77.423325298609 38.3338163553298,-77.4049200831235 38.3338801439521,-77.4048409135228 38.3193829882673))",1728,232039,6,7,19,47,"487",-25.482,75.4,POAQ,21120,27878400,1725,232039,6,7,19,78.6,487,POAQ,53.5469,53.4717,53.4384,53.4174,53.4018,51.9649,51.7746,51.6701,51.6014,51.5525,51.9649,51.791,51.7756,51.8087,51.8443,-25.0531,-25.1283,-25.1616,-25.1826,-25.1982,-26.6351,-26.8254,-26.9299,-26.9986,-27.0475,-26.6351,-26.809,-26.8244,-26.7913,-26.7557
"POLYGON ((-77.386439265561 38.3194439303455,-77.4048409135228 38.3193829882673,-77.4049200831235 38.3338801439521,-77.3865148366677 38.3339410975741,-77.386439265561 38.3194439303455))",1731,232040,6,8,19,0,"488",-4.326,41.4,POAQ,21120,27878400,1728,232040,6,8,19,41.4,488,POAQ,36.3356,36.2477,36.2032,36.1727,36.1491,34.2595,33.9977,33.8444,33.7406,33.666,34.2594,34.0221,34.0038,34.0554,34.1101,-5.0644,-5.1523,-5.1968,-5.2273,-5.2509,-7.1405,-7.4023,-7.5556,-7.6594,-7.734,-7.1406,-7.3779,-7.3962,-7.3446,-7.2899
"POLYGON ((-77.3680375880539 38.3195020379537,-77.386439265561 38.3194439303455,-77.3865148366677 38.3339410975741,-77.3681095606493 38.3339992161892,-77.3680375880539 38.3195020379537))",1734,232041,6,9,19,-10,"489",-0.7109,27,POAQ,21120,27878400,1731,232041,6,9,19,24.6,489,POAQ,23.1751,23.0713,23.014,22.9731,22.9409,20.6478,20.3084,20.1022,19.9607,19.8583,20.6477,20.3409,20.3176,20.3881,20.4628,-1.4249,-1.5287,-1.586,-1.6269,-1.6591,-3.9522,-4.2916,-4.4978,-4.6393,-4.7417,-3.9523,-4.2591,-4.2824,-4.2119,-4.1372
"POLYGON ((-77.3496358824084 38.3195573110853,-77.3680375880539 38.3195020379537,-77.3681095606493 38.3339992161892,-77.349704256476 38.3340544997909,-77.3496358824084 38.3195573110853))",1736,232042,6,10,19,-20,"490",5.0625,11.6,POAQ,21120,27878400,1733,232042,6,10,19,10.8,490,POAQ,11.9947,11.87,11.7964,11.7422,11.6993,8.89544,8.45934,8.18722,7.99865,7.86162,8.89532,8.50183,8.47127,8.56461,8.66396,1.1947,1.07,0.9964,0.9422,0.8993,-1.90456,-2.34066,-2.61278,-2.80135,-2.93838,-1.90468,-2.29817,-2.32873,-2.23539,-2.13604
"POLYGON ((-77.4231597948149 38.3048219796414,-77.4415577824157 38.3047553812606,-77.4416441151833 38.3192526007279,-77.4232425305325 38.3193192117257,-77.4231597948149 38.3048219796414))",2074,232134,7,6,19,28,"582",-4.0252,56.4,POAQ,21120,27878400,2067,232134,7,6,19,60.2,582,POAQ,50.0634,49.994,49.964,49.9456,49.9321,48.0213,47.8491,47.7569,47.6971,47.6548,48.0213,47.8645,47.8525,47.8824,47.9138,-10.1366,-10.206,-10.236,-10.2544,-10.2679,-12.1787,-12.3509,-12.4431,-12.5029,-12.5452,-12.1787,-12.3355,-12.3475,-12.3176,-12.2862
"POLYGON ((-77.4047617748741 38.3048857441028,-77.4231597948149 38.3048219796414,-77.4232425305325 38.3193192117257,-77.4048409135228 38.3193829882673,-77.4047617748741 38.3048857441028))",2077,232135,7,7,19,24,"583",-11.1336,55,POAQ,21120,27878400,2070,232135,7,7,19,55.6,583,POAQ,41.935,41.8562,41.8177,41.792,41.7722,39.5186,39.2883,39.1569,39.0689,39.0059,39.5186,39.3109,39.2989,39.3451,39.3927,-13.665,-13.7438,-13.7823,-13.808,-13.8278,-16.0814,-16.3117,-16.4431,-16.5311,-16.5941,-16.0814,-16.2891,-16.3011,-16.2549,-16.2073
"POLYGON ((-77.3863637239995 38.3049466746378,-77.4047617748741 38.3048857441028,-77.4048409135228 38.3193829882673,-77.386439265561 38.3194439303455,-77.3863637239995 38.3049466746378))",2080,232136,7,8,19,-1,"584",-2.7763,37.2,POAQ,21120,27878400,2073,232136,7,8,19,39,584,POAQ,30.9999,30.9065,30.8564,30.8209,30.793,28.1493,27.8438,27.6621,27.5384,27.4492,28.1492,27.8752,27.8612,27.927,27.9945,-8.0001,-8.0935,-8.1436,-8.1791,-8.207,-10.8507,-11.1562,-11.3379,-11.4616,-11.5508,-10.8508,-11.1248,-11.1388,-11.073,-11.0055
"POLYGON ((-77.3679656435969 38.3050047712396,-77.3863637239995 38.3049466746378,-77.386439265561 38.3194439303455,-77.3680375880539 38.3195020379537,-77.3679656435969 38.3050047712396))",2083,232137,7,9,19,-12,"585",-3.4024,28.8,POAQ,21120,27878400,2076,232137,7,9,19,27,585,POAQ,21.0948,20.9846,20.9214,20.8753,20.8387,17.8454,17.4593,17.2235,17.0612,16.9436,17.8453,17.4998,17.4818,17.5677,17.6561,-5.9052,-6.0154,-6.0786,-6.1247,-6.1613,-9.1546,-9.5407,-9.7765,-9.9388,-10.0564,-9.1547,-9.5002,-9.5182,-9.4323,-9.3439
"POLYGON ((-77.3495675350724 38.3050600339017,-77.3679656435969 38.3050047712396,-77.3680375880539 38.3195020379537,-77.3496358824084 38.3195573110853,-77.3495675350724 38.3050600339017))",2086,232138,7,10,19,-22,"586",4.341,12.4,POAQ,21120,27878400,2079,232138,7,10,19,19,586,POAQ,11.7143,11.5818,11.5018,11.4422,11.3946,7.91394,7.42709,7.12328,6.91272,6.75966,7.91378,7.4784,7.4543,7.56444,7.67845,-7.2857,-7.4182,-7.4982,-7.5578,-7.6054,-11.08606,-11.57291,-11.87672,-12.08728,-12.24034,-11.08622,-11.5216,-11.5457,-11.43556,-11.32155
"POLYGON ((-77.2943730548273 38.3052088181905,-77.3127712392815 38.3051620573829,-77.3128323923294 38.3196593538948,-77.2944306107097 38.3197061235613,-77.2943730548273 38.3052088181905))",2093,232141,7,13,19,-60,"589",9.68732,-15.6,POAQ,21120,27878400,2086,232141,7,13,19,-16.4,589,POAQ,-12.9702,-13.2097,-13.3659,-13.4851,-13.5808,-18.9831,-19.9074,-20.5057,-20.9254,-21.2319,-18.9835,-19.8106,-19.8693,-19.6602,-19.4384,3.4298,3.1903,3.0341,2.9149,2.8192,-2.5831,-3.5074,-4.1057,-4.5254,-4.8319,-2.5835,-3.4106,-3.4693,-3.2602,-3.0384
"POLYGON ((-77.4230770914372 38.2903246600149,-77.4414714833939 38.2902580742505,-77.4415577824157 38.3047553812606,-77.4231597948149 38.3048219796414,-77.4230770914372 38.2903246600149))",2424,232230,8,6,19,24,"678",-0.484,45.8,POAQ,21120,27878400,2414,232230,8,6,19,44.8,678,POAQ,35.7161,35.6523,35.6226,35.6032,35.5885,32.8524,32.673,32.5739,32.5084,32.462,32.8525,32.6913,32.684,32.7194,32.7552,-9.0839,-9.1477,-9.1774,-9.1968,-9.2115,-11.9476,-12.127,-12.2261,-12.2916,-12.338,-11.9475,-12.1087,-12.116,-12.0806,-12.0448
"POLYGON ((-77.4046826671595 38.2903884123968,-77.4230770914372 38.2903246600149,-77.4231597948149 38.3048219796414,-77.4047617748741 38.3048857441028,-77.4046826671595 38.2903884123968))",2427,232231,8,7,19,8,"679",6.1061,33,POAQ,21120,27878400,2417,232231,8,7,19,30.6,679,POAQ,31.4635,31.3834,31.3415,31.312,31.289,28.0577,27.7953,27.6424,27.5391,27.4649,28.0577,27.8242,27.8178,27.8762,27.9343,0.8635,0.7834,0.7415,0.712,0.689,-2.5423,-2.8047,-2.9576,-3.0609,-3.1351,-2.5423,-2.7758,-2.7822,-2.7238,-2.6657
"POLYGON ((-77.386288211966 38.2904493313891,-77.4046826671595 38.2903884123968,-77.4047617748741 38.3048857441028,-77.3863637239995 38.3049466746378,-77.386288211966 38.2904493313891))",2430,232232,8,8,19,-6,"680",1.4999,30.6,POAQ,21120,27878400,2420,232232,8,8,19,31.6,680,POAQ,25.2271,25.1296,25.0747,25.0347,25.0029,21.4372,21.0901,20.8819,20.7395,20.6367,21.437,21.1294,21.1221,21.2029,21.2831,-6.3729,-6.4704,-6.5253,-6.5653,-6.5971,-10.1628,-10.5099,-10.7181,-10.8605,-10.9633,-10.163,-10.4706,-10.4779,-10.3971,-10.3169
"POLYGON ((-77.3678937272619 38.290507416985,-77.386288211966 38.2904493313891,-77.3863637239995 38.3049466746378,-77.3679656435969 38.3050047712396,-77.3678937272619 38.290507416985))",2433,232233,8,9,19,-14,"681",-4.0763,28.6,POAQ,21120,27878400,2423,232233,8,9,19,28.4,681,POAQ,18.1226,18.0067,17.938,17.8869,17.8459,14.0233,13.5899,13.3243,13.1413,13.0086,14.0232,13.6394,13.6295,13.7323,13.835,-10.2774,-10.3933,-10.462,-10.5131,-10.5541,-14.3767,-14.8101,-15.0757,-15.2587,-15.3914,-14.3768,-14.7606,-14.7705,-14.6677,-14.565
"POLYGON ((-77.3494992144523 38.2905626691782,-77.3678937272619 38.290507416985,-77.3679656435969 38.3050047712396,-77.3495675350724 38.3050600339017,-77.3494992144523 38.2905626691782))",2436,232234,8,10,19,-25,"682",-3.0986,19.8,POAQ,21120,27878400,2426,232234,8,10,19,22.4,682,POAQ,10.4077,10.2684,10.1823,10.1173,10.065,5.81887,5.27982,4.94377,4.71091,4.54163,5.81867,5.34146,5.327,5.4559,5.58566,-11.9923,-12.1316,-12.2177,-12.2827,-12.335,-16.58113,-17.12018,-17.45623,-17.68909,-17.85837,-16.58133,-17.05854,-17.073,-16.9441,-16.81434
"POLYGON ((-77.3127101101375 38.290664673332,-77.3311046749424 38.2906150879625,-77.3311693998319 38.3051124626181,-77.3127712392815 38.3051620573829,-77.3127101101375 38.290664673332))",2442,232236,8,12,19,-46,"684",6.45364,-5.2,POAQ,21120,27878400,2432,232236,8,12,19,-3.4,684,POAQ,-4.95528,-5.16124,-5.29508,-5.39773,-5.48045,-11.0314,-11.8524,-12.3769,-12.7431,-13.0103,-11.0318,-11.7593,-11.7898,-11.5939,-11.3934,-1.55528,-1.76124,-1.89508,-1.99773,-2.08045,-7.6314,-8.4524,-8.9769,-9.3431,-9.6103,-7.6318,-8.3593,-8.3898,-8.1939,-7.9934
"POLYGON ((-77.2943155214427 38.2907114252813,-77.3127101101375 38.290664673332,-77.3127712392815 38.3051620573829,-77.2943730548273 38.3052088181905,-77.2943155214427 38.2907114252813))",2445,232237,8,13,19,-66,"685",13.29852,-18,POAQ,21120,27878400,2435,232237,8,13,19,-13,685,POAQ,-12.2243,-12.4722,-12.6355,-12.7611,-12.8624,-18.9077,-19.898,-20.5359,-20.9826,-21.3088,-18.9082,-19.7861,-19.828,-19.5933,-19.351,0.7757,0.5278,0.3645,0.2389,0.1376,-5.9077,-6.898,-7.5359,-7.9826,-8.3088,-5.9082,-6.7861,-6.828,-6.5933,-6.351
"POLYGON ((-77.3862127294431 38.2759519015373,-77.4046035903606 38.2758909940871,-77.4046826671595 38.2903884123968,-77.386288211966 38.2904493313891,-77.3862127294431 38.2759519015373))",2783,232328,9,8,19,-20,"776",14.4029,16.2,POAQ,21120,27878400,2773,232328,9,8,19,20.4,776,POAQ,19.7777,19.6756,19.6157,19.5709,19.5349,14.7288,14.3354,14.0981,13.9356,13.818,14.7288,14.3844,14.387,14.4854,14.5802,-0.6223,-0.7244,-0.7843,-0.8291,-0.8651,-5.6712,-6.0646,-6.3019,-6.4644,-6.582,-5.6712,-6.0156,-6.013,-5.9146,-5.8198
"POLYGON ((-77.3678218390323 38.276009976128,-77.3862127294431 38.2759519015373,-77.386288211966 38.2904493313891,-77.3678937272619 38.290507416985,-77.3678218390323 38.276009976128))",2786,232329,9,9,19,-21,"777",10.3319,13.6,POAQ,21120,27878400,2776,232329,9,9,19,13.4,777,POAQ,14.6307,14.5084,14.4336,14.3769,14.3311,9.46485,8.97663,8.67721,8.47084,8.3211,9.46473,9.03764,9.03917,9.16236,9.28195,1.2307,1.1084,1.0336,0.9769,0.9311,-3.93515,-4.42337,-4.72279,-4.92916,-5.0789,-3.93527,-4.36236,-4.36083,-4.23764,-4.11805
"POLYGON ((-77.3126490048833 38.2761672026801,-77.331039975348 38.2761176267054,-77.3311046749424 38.2906150879625,-77.3127101101375 38.290664673332,-77.3126490048833 38.2761672026801))",2795,232332,9,12,19,-49,"780",5.66039,-3,POAQ,21120,27878400,2784,232332,9,12,19,-7.8,780,POAQ,-5.34021,-5.55246,-5.69227,-5.80054,-5.88821,-12.0389,-12.921,-13.4817,-13.8728,-14.1578,-12.0393,-12.8123,-12.8239,-12.6026,-12.3823,2.45979,2.24754,2.10773,1.99946,1.91179,-4.2389,-5.121,-5.6817,-6.0728,-6.3578,-4.2393,-5.0123,-5.0239,-4.8026,-4.5823
"POLYGON ((-77.4593272107838 38.2032031060748,-77.4776999897395 38.2031309356943,-77.4777932610922 38.2176287214332,-77.459416894951 38.2177009054997,-77.4593272107838 38.2032031060748))",4547,232804,14,4,19,-25,"1252",52.1097,28.6,POAQ,21120,27878400,4533,232804,14,4,19,26,1252,POAQ,48.602,48.4918,48.4412,48.4036,48.3727,21.4068,20.9786,20.7555,20.6082,20.5026,21.4068,21.0539,21.1123,21.2347,21.3373,22.602,22.4918,22.4412,22.4036,22.3727,-4.5932,-5.0214,-5.2445,-5.3918,-5.4974,-4.5932,-4.9461,-4.8877,-4.7653,-4.6627
"POLYGON ((-77.4409543968201 38.2032724463083,-77.4593272107838 38.2032031060748,-77.459416894951 38.2177009054997,-77.4410404937814 38.2177702588826,-77.4409543968201 38.2032724463083))",4550,232805,14,5,19,-25,"1253",42.7063,25.6,POAQ,21120,27878400,4536,232805,14,5,19,27.2,1253,POAQ,38.3379,38.2288,38.1711,38.1263,38.0892,15.027,14.5469,14.2828,14.1061,13.9788,15.027,14.6364,14.7093,14.8564,14.9797,11.1379,11.0288,10.9711,10.9263,10.8892,-12.173,-12.6531,-12.9172,-13.0939,-13.2212,-12.173,-12.5636,-12.4907,-12.3436,-12.2203
