WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-76.9816303519825 38.1895880895705,-77 38.1895895044247,-77 38.2040875525444,-76.9816267659308 38.2040861374219,-76.9816303519825 38.1895880895705))",4991,78558,15,30,7,-1,"1374",-4.39190508,4.4,PPAQ,21120,27878400,4975,78558,15,30,7,3.4,1374,PPAQ,0.0071208,0.00711713,0.00711076,0.00710422,0.00709839,0.00704802,0.0070038,0.00697003,0.00694458,0.00692531,0.007048,0.00701434,0.00701928,0.00703453,0.00704907,-3.3928792,-3.39288287,-3.39288924,-3.39289578,-3.39290161,-3.39295198,-3.3929962,-3.39302997,-3.39305542,-3.39307469,-3.392952,-3.39298566,-3.39298072,-3.39296547,-3.39295093
"POLYGON ((-77.0550981845014 38.1750786449981,-77.0734642394744 38.1750687428993,-77.0734785780745 38.189566866761,-77.0551089384544 38.1895767707381,-77.0550981845014 38.1750786449981))",5332,78650,16,26,7,39,"1466",-8.2752,62.8,PPAQ,21120,27878400,5316,78650,16,26,7,64.8,1466,PPAQ,55.4644,55.441,55.4261,55.416,55.409,55.4164,55.3675,55.3355,55.3136,55.2981,55.4164,55.374,55.3639,55.3643,55.3675,-9.3356,-9.359,-9.3739,-9.384,-9.391,-9.3836,-9.4325,-9.4645,-9.4864,-9.5019,-9.3836,-9.426,-9.4361,-9.4357,-9.4325
"POLYGON ((-77.0367321253322 38.1750857179265,-77.0550981845014 38.1750786449981,-77.0551089384544 38.1895767707381,-77.0367392946355 38.1895838450082,-77.0367321253322 38.1750857179265))",5336,78651,16,27,7,31,"1467",-13.706,57,PPAQ,21120,27878400,5320,78651,16,27,7,58.4,1467,PPAQ,43.8339,43.8189,43.809,43.8021,43.7971,43.788,43.7503,43.7256,43.7085,43.6963,43.788,43.7566,43.7528,43.7567,43.7617,-14.5661,-14.5811,-14.591,-14.5979,-14.6029,-14.612,-14.6497,-14.6744,-14.6915,-14.7037,-14.612,-14.6434,-14.6472,-14.6433,-14.6383
"POLYGON ((-77.0550874347447 38.1605804401594,-77.0734499064693 38.1605705399389,-77.0734642394744 38.1750687428993,-77.0550981845014 38.1750786449981,-77.0550874347447 38.1605804401594))",5681,78746,17,26,7,41,"1562",-14.4357,58,PPAQ,21120,27878400,5665,78746,17,26,7,46.4,1562,PPAQ,43.8984,43.8679,43.8488,43.8366,43.8285,43.8645,43.8142,43.7813,43.7591,43.7438,43.8644,43.8177,43.7979,43.7903,43.7881,-2.5016,-2.5321,-2.5512,-2.5634,-2.5715,-2.5355,-2.5858,-2.6187,-2.6409,-2.6562,-2.5356,-2.5823,-2.6021,-2.6097,-2.6119
"POLYGON ((-77.0367249588264 38.1605875117463,-77.0550874347447 38.1605804401594,-77.0550981845014 38.1750786449981,-77.0367321253322 38.1750857179265,-77.0367249588264 38.1605875117463))",5684,78747,17,27,7,34,"1563",-26.3812,57.2,PPAQ,21120,27878400,5668,78747,17,27,7,40.4,1563,PPAQ,31.0898,31.0755,31.0663,31.06,31.0555,31.0563,31.0243,31.0033,30.9888,30.9785,31.0563,31.0289,31.0235,31.0249,31.0279,-9.3102,-9.3245,-9.3337,-9.34,-9.3445,-9.3437,-9.3757,-9.3967,-9.4112,-9.4215,-9.3437,-9.3711,-9.3765,-9.3751,-9.3721
"POLYGON ((-77.0183624801121 38.1605917546987,-77.0367249588264 38.1605875117463,-77.0367321253322 38.1750857179265,-77.0183660633655 38.1750899616839,-77.0183624801121 38.1605917546987))",5688,78748,17,28,7,23,"1564",-20.9805,49.8,PPAQ,21120,27878400,5672,78748,17,28,7,44.2,1564,PPAQ,28.7866,28.775,28.7669,28.7609,28.7562,28.7371,28.6981,28.672,28.6537,28.6403,28.7371,28.7063,28.7075,28.7163,28.725,-15.4134,-15.425,-15.4331,-15.4391,-15.4438,-15.4629,-15.5019,-15.528,-15.5463,-15.5597,-15.4629,-15.4937,-15.4925,-15.4837,-15.475
"POLYGON ((-77 38.1605931690162,-77.0183624801121 38.1605917546987,-77.0183660633655 38.1750899616839,-77 38.1750913762698,-77 38.1605931690162))",5692,78749,17,29,7,11,"1565",-5.488,29.2,PPAQ,21120,27878400,5676,78749,17,29,7,30.2,1565,PPAQ,23.8913,23.8727,23.859,23.848,23.8391,23.8015,23.7232,23.6696,23.6311,23.6027,23.8015,23.7409,23.7482,23.7716,23.7936,-6.3087,-6.3273,-6.341,-6.352,-6.3609,-6.3985,-6.4768,-6.5304,-6.5689,-6.5973,-6.3985,-6.4591,-6.4518,-6.4284,-6.4064
"POLYGON ((-77.1285122095593 38.1460255952196,-77.1468710686971 38.1460043845032,-77.1468997234715 38.1605026527471,-77.1285372825013 38.160523867488,-77.1285122095593 38.1460255952196))",6014,78838,18,22,7,53,"1654",-17.4735,53,PPAQ,21120,27878400,5998,78838,18,22,7,53,1654,PPAQ,35.5203,35.4632,35.4398,35.4299,35.4254,35.5145,35.4506,35.4221,35.4085,35.4016,35.5145,35.451,35.4253,35.4161,35.4134,-17.4797,-17.5368,-17.5602,-17.5701,-17.5746,-17.4855,-17.5494,-17.5779,-17.5915,-17.5984,-17.4855,-17.549,-17.5747,-17.5839,-17.5866
"POLYGON ((-77.0367177951164 38.1460892274041,-77.0550766891818 38.1460821571588,-77.0550874347447 38.1605804401594,-77.0367249588264 38.1605875117463,-77.0367177951164 38.1460892274041))",6030,78843,18,27,7,32,"1659",-43.357633,43.4,PPAQ,21120,27878400,6014,78843,18,27,7,43.4,1659,PPAQ,0.0405018,0.0404803,0.0404653,0.0404542,0.0404457,0.0404166,0.0403455,0.0402982,0.040265,0.0402408,0.0404165,0.040361,0.0403635,0.0403792,0.0403945,-43.3594982,-43.3595197,-43.3595347,-43.3595458,-43.3595543,-43.3595834,-43.3596545,-43.3597018,-43.359735,-43.3597592,-43.3595835,-43.359639,-43.3596365,-43.3596208,-43.3596055
"POLYGON ((-77.0183588982568 38.1460934695516,-77.0367177951164 38.1460892274041,-77.0367249588264 38.1605875117463,-77.0183624801121 38.1605917546987,-77.0183588982568 38.1460934695516))",6034,78844,18,28,7,22,"1660",-24.317,39.4,PPAQ,21120,27878400,6018,78844,18,28,7,38.8,1660,PPAQ,15.258,15.2478,15.2404,15.2344,15.2295,15.2047,15.1613,15.132,15.1112,15.0958,15.2047,15.1719,15.1772,15.1904,15.2025,-23.542,-23.5522,-23.5596,-23.5656,-23.5705,-23.5953,-23.6387,-23.668,-23.6888,-23.7042,-23.5953,-23.6281,-23.6228,-23.6096,-23.5975
"POLYGON ((-77 38.1460948836009,-77.0183588982568 38.1460934695516,-77.0183624801121 38.1605917546987,-77 38.1605931690162,-77 38.1460948836009))",6038,78845,18,29,7,11,"1661",-24.024,41.4,PPAQ,21120,27878400,6022,78845,18,29,7,40.8,1661,PPAQ,17.5196,17.4987,17.4833,17.4709,17.4608,17.4187,17.3294,17.2682,17.2244,17.192,17.4186,17.3499,17.359,17.3862,17.4116,-23.2804,-23.3013,-23.3167,-23.3291,-23.3392,-23.3813,-23.4706,-23.5318,-23.5756,-23.608,-23.3814,-23.4501,-23.441,-23.4138,-23.3884
"POLYGON ((-76.9816411017433 38.1460934695516,-77 38.1460948836009,-77 38.1605931690162,-76.9816375198879 38.1605917546987,-76.9816411017433 38.1460934695516))",6042,78846,18,30,7,1,"1662",-7.8856,23.6,PPAQ,21120,27878400,6026,78846,18,30,7,24.4,1662,PPAQ,15.8219,15.788,15.7632,15.7433,15.7271,15.6788,15.5388,15.4417,15.3717,15.3199,15.6787,15.5688,15.5791,15.6204,15.6601,-8.5781,-8.612,-8.6368,-8.6567,-8.6729,-8.7212,-8.8612,-8.9583,-9.0283,-9.0801,-8.7213,-8.8312,-8.8209,-8.7796,-8.7399
"POLYGON ((-77.1468424250994 38.131506039033,-77.1651976926316 38.1314820047892,-77.1652299166581 38.1459803456984,-77.1468710686971 38.1460043845032,-77.1468424250994 38.131506039033))",6360,78933,19,21,7,70,"1749",-22.5043,79.8,PPAQ,21120,27878400,6342,78933,19,21,7,79.8,1749,PPAQ,56.9947,56.9855,56.9782,56.972,56.9667,56.8746,56.8138,56.7773,56.7524,56.7344,56.8746,56.8344,56.8559,56.8807,56.8997,-22.8053,-22.8145,-22.8218,-22.828,-22.8333,-22.9254,-22.9862,-23.0227,-23.0476,-23.0656,-22.9254,-22.9656,-22.9441,-22.9193,-22.9003
"POLYGON ((-77.0367106342006 38.1315908658365,-77.0550659478102 38.1315837969326,-77.0550766891818 38.1460821571588,-77.0367177951164 38.1460892274041,-77.0367106342006 38.1315908658365))",6380,78939,19,27,7,18,"1755",-24.1880964,24.2,PPAQ,21120,27878400,6362,78939,19,27,7,23,1755,PPAQ,0.0114683,0.0114627,0.0114588,0.0114561,0.0114541,0.0114466,0.0114293,0.0114179,0.0114102,0.0114047,0.0114466,0.0114331,0.0114332,0.0114366,0.01144,-22.9885317,-22.9885373,-22.9885412,-22.9885439,-22.9885459,-22.9885534,-22.9885707,-22.9885821,-22.9885898,-22.9885953,-22.9885534,-22.9885669,-22.9885668,-22.9885634,-22.98856
"POLYGON ((-77.0183553177985 38.1315951071792,-77.0367106342006 38.1315908658365,-77.0367177951164 38.1460892274041,-77.0183588982568 38.1460934695516,-77.0183553177985 38.1315951071792))",6384,78940,19,28,7,21,"1756",-12.4556,28,PPAQ,21120,27878400,6366,78940,19,28,7,26.6,1756,PPAQ,15.6856,15.6788,15.6738,15.6697,15.6664,15.6482,15.6179,15.5975,15.5829,15.5722,15.6482,15.6256,15.63,15.6397,15.6485,-10.9144,-10.9212,-10.9262,-10.9303,-10.9336,-10.9518,-10.9821,-11.0025,-11.0171,-11.0278,-10.9518,-10.9744,-10.97,-10.9603,-10.9515
"POLYGON ((-77 38.1315965209601,-77.0183553177985 38.1315951071792,-77.0183588982568 38.1460934695516,-77 38.1460948836009,-77 38.1315965209601))",6388,78941,19,29,7,11,"1757",-13.6741,28.8,PPAQ,21120,27878400,6370,78941,19,29,7,36,1757,PPAQ,15.2232,15.2069,15.1948,15.185,15.177,15.1426,15.0714,15.0227,14.9879,14.9621,15.1426,15.0883,15.0965,15.1188,15.1393,-20.7768,-20.7931,-20.8052,-20.815,-20.823,-20.8574,-20.9286,-20.9773,-21.0121,-21.0379,-20.8574,-20.9117,-20.9035,-20.8812,-20.8607
"POLYGON ((-76.9816446822015 38.1315951071792,-77 38.1315965209601,-77 38.1460948836009,-76.9816411017433 38.1460934695516,-76.9816446822015 38.1315951071792))",6392,78942,19,30,7,2,"1758",-15.8394,29.4,PPAQ,21120,27878400,6374,78942,19,30,7,17.2,1758,PPAQ,13.5777,13.5503,13.5301,13.514,13.5007,13.4619,13.3469,13.2671,13.2098,13.1673,13.4618,13.3722,13.3817,13.4163,13.4493,-3.6223,-3.6497,-3.6699,-3.686,-3.6993,-3.7381,-3.8531,-3.9329,-3.9902,-4.0327,-3.7382,-3.8278,-3.8183,-3.7837,-3.7507
"POLYGON ((-76.9632893657994 38.1315908658365,-76.9816446822015 38.1315951071792,-76.9816411017433 38.1460934695516,-76.9632822048836 38.1460892274041,-76.9632893657994 38.1315908658365))",6396,78943,19,31,7,-7,"1759",-4.9362,17,PPAQ,21120,27878400,6378,78943,19,31,7,14,1759,PPAQ,11.9818,11.9285,11.8896,11.8584,11.8328,11.7803,11.5625,11.4098,11.2997,11.2179,11.7803,11.6084,11.6222,11.6863,11.7485,-2.0182,-2.0715,-2.1104,-2.1416,-2.1672,-2.2197,-2.4375,-2.5902,-2.7003,-2.7821,-2.2197,-2.3916,-2.3778,-2.3137,-2.2515
"POLYGON ((-77.1651654811716 38.1169835875899,-77.1835171571119 38.1169567308942,-77.1835529475971 38.1314551429962,-77.1651976926316 38.1314820047892,-77.1651654811716 38.1169835875899))",6707,79028,20,20,7,81,"1844",-9.3858,97.6,PPAQ,21120,27878400,6689,79028,20,20,7,102.2,1844,PPAQ,87.6654,87.6487,87.6334,87.6192,87.6068,87.3507,87.1998,87.1097,87.0483,87.0037,87.3506,87.2527,87.3137,87.3811,87.4318,-14.5346,-14.5513,-14.5666,-14.5808,-14.5932,-14.8493,-15.0002,-15.0903,-15.1517,-15.1963,-14.8494,-14.9473,-14.8863,-14.8189,-14.7682
"POLYGON ((-77.0734069409911 38.117075465831,-77.0917586657729 38.1170627442218,-77.0917765610665 38.1315611764446,-77.0734212572309 38.1315739004683,-77.0734069409911 38.117075465831))",6723,79033,20,25,7,48,"1849",-19.685,49,PPAQ,21120,27878400,6705,79033,20,25,7,48.2,1849,PPAQ,28.801,28.7916,28.7885,28.7871,28.7863,28.7897,28.7752,28.7691,28.7658,28.7637,28.7897,28.7768,28.7754,28.7764,28.7776,-19.399,-19.4084,-19.4115,-19.4129,-19.4137,-19.4103,-19.4248,-19.4309,-19.4342,-19.4363,-19.4103,-19.4232,-19.4246,-19.4236,-19.4224
"POLYGON ((-77 38.1170980820303,-77.0183517387365 38.1170966685177,-77.0183553177985 38.1315951071792,-77 38.1315965209601,-77 38.1170980820303))",6739,79037,20,29,7,11,"1853",-3.0399,16.6,PPAQ,21120,27878400,6721,79037,20,29,7,17,1853,PPAQ,13.5902,13.5836,13.5786,13.5745,13.5712,13.5546,13.5243,13.5038,13.4891,13.4783,13.5545,13.532,13.5364,13.5462,13.5551,-3.4098,-3.4164,-3.4214,-3.4255,-3.4288,-3.4454,-3.4757,-3.4962,-3.5109,-3.5217,-3.4455,-3.468,-3.4636,-3.4538,-3.4449
"POLYGON ((-77.0917407774566 38.1025642366459,-77.1100889176066 38.1025486909662,-77.1101103835772 38.1170471955912,-77.0917586657729 38.1170627442218,-77.0917407774566 38.1025642366459))",7074,79128,21,24,7,50,"1944",-2.5217,59,PPAQ,21120,27878400,7056,79128,21,24,7,59,1944,PPAQ,55.9505,55.9453,55.9406,55.9363,55.9325,55.8649,55.8195,55.7922,55.7736,55.7601,55.8649,55.8357,55.854,55.8743,55.8896,-3.0495,-3.0547,-3.0594,-3.0637,-3.0675,-3.1351,-3.1805,-3.2078,-3.2264,-3.2399,-3.1351,-3.1643,-3.146,-3.1257,-3.1104
"POLYGON ((-77.0183481610699 38.1025981545034,-77.0366963207452 38.1025939147704,-77.0367034760774 38.1170924279799,-77.0183517387365 38.1170966685177,-77.0183481610699 38.1025981545034))",7090,79132,21,28,7,-1,"1948",-1.3788518,1.4,PPAQ,21120,27878400,7072,79132,21,28,7,4,1948,PPAQ,0.0205245,0.020522,0.02052,0.0205183,0.0205168,0.0205006,0.0204859,0.0204764,0.0204698,0.0204649,0.0205006,0.0204912,0.0204957,0.0205015,0.0205062,-3.9794755,-3.979478,-3.97948,-3.9794817,-3.9794832,-3.9794994,-3.9795141,-3.9795236,-3.9795302,-3.9795351,-3.9794994,-3.9795088,-3.9795043,-3.9794985,-3.9794938
"POLYGON ((-77 38.1025995677478,-77.0183481610699 38.1025981545034,-77.0183517387365 38.1170966685177,-77 38.1170980820303,-77 38.1025995677478))",7094,79133,21,29,7,-4,"1949",1.6383097,-1.6,PPAQ,21120,27878400,7076,79133,21,29,7,1,1949,PPAQ,0.0370389,0.0370223,0.0370095,0.0369989,0.0369901,0.0369114,0.0368284,0.0367732,0.0367339,0.0367051,0.0369111,0.0368525,0.0368694,0.0368985,0.0369237,-0.9629611,-0.9629777,-0.9629905,-0.9630011,-0.9630099,-0.9630886,-0.9631716,-0.9632268,-0.9632661,-0.9632949,-0.9630889,-0.9631475,-0.9631306,-0.9631015,-0.9630763
"POLYGON ((-77.146756561302 38.0880105486283,-77.1651010959218 38.0879865280659,-77.1651332822708 38.1024850950368,-77.1467851714084 38.1025091201595,-77.146756561302 38.0880105486283))",7416,79221,22,21,7,77,"2037",-0.7596,95,PPAQ,21120,27878400,7396,79221,22,21,7,99.8,2037,PPAQ,93.9155,93.89,93.8656,93.8426,93.8221,93.398,93.1463,92.9964,92.8944,92.8204,93.398,93.2373,93.3443,93.4598,93.546,-5.8845,-5.91,-5.9344,-5.9574,-5.9779,-6.402,-6.6537,-6.8036,-6.9056,-6.9796,-6.402,-6.5627,-6.4557,-6.3402,-6.254
"POLYGON ((-77.1284120155314 38.0880317432484,-77.146756561302 38.0880105486283,-77.1467851714084 38.1025091201595,-77.1284370493888 38.1025303188034,-77.1284120155314 38.0880317432484))",7420,79222,22,22,7,68,"2038",1.2887,84.6,PPAQ,21120,27878400,7400,79222,22,22,7,91.2,2038,PPAQ,85.7119,85.6886,85.6663,85.6453,85.6267,85.2506,85.0229,84.8869,84.7941,84.7267,85.2505,85.107,85.2041,85.3087,85.387,-5.4881,-5.5114,-5.5337,-5.5547,-5.5733,-5.9494,-6.1771,-6.3131,-6.4059,-6.4733,-5.9495,-6.093,-5.9959,-5.8913,-5.813
"POLYGON ((-77.110067460004 38.0880501119239,-77.1284120155314 38.0880317432484,-77.1284370493888 38.1025303188034,-77.1100889176066 38.1025486909662,-77.110067460004 38.0880501119239))",7424,79223,22,23,7,60,"2039",2.3261,78.2,PPAQ,21120,27878400,7404,79223,22,23,7,80,2039,PPAQ,80.3671,80.3507,80.3349,80.32,80.3067,80.045,79.8822,79.7848,79.7184,79.6702,80.045,79.9419,80.0114,80.0866,80.1428,0.3671,0.3507,0.3349,0.32,0.3067,0.045,-0.1178,-0.2152,-0.2816,-0.3298,0.045,-0.0581,0.0114,0.0866,0.1428
"POLYGON ((-77.0917228961135 38.0880656546529,-77.110067460004 38.0880501119239,-77.1100889176066 38.1025486909662,-77.0917407774566 38.1025642366459,-77.0917228961135 38.0880656546529))",7428,79224,22,24,7,52,"2040",-12.7439,75.6,PPAQ,21120,27878400,7408,79224,22,24,7,74.8,2040,PPAQ,61.5929,61.5809,61.5693,61.5584,61.5487,61.3639,61.2452,61.1739,61.1253,61.09,61.3639,61.2886,61.339,61.3939,61.4351,-13.2071,-13.2191,-13.2307,-13.2416,-13.2513,-13.4361,-13.5548,-13.6261,-13.6747,-13.71,-13.4361,-13.5114,-13.461,-13.4061,-13.3649
"POLYGON ((-76.9816554152019 38.0880995660724,-77 38.0881009790485,-77 38.1025995677478,-76.9816518389301 38.1025981545034,-76.9816554152019 38.0880995660724))",7452,79230,22,30,7,0,"2046",-6.799476778,6.8,PPAQ,21120,27878400,7432,79230,22,30,7,9.8,2046,PPAQ,0.000436573,0.00043163,0.000427424,0.000423779,0.000420658,0.000388774,0.00035686,0.000336391,0.000322015,0.000311496,0.000388673,0.0003699,0.000381415,0.000394804,0.000405382,-9.799563427,-9.79956837,-9.799572576,-9.799576221,-9.799579342,-9.799611226,-9.79964314,-9.799663609,-9.799677985,-9.799688504,-9.799611327,-9.7996301,-9.799618585,-9.799605196,-9.799594618
"POLYGON ((-76.9266216747461 38.0880783714334,-76.9449662511812 38.0880882622642,-76.9449555223688 38.1025868485492,-76.9266073696668 38.1025769558407,-76.9266216747461 38.0880783714334))",7464,79233,22,33,7,-29,"2049",10.08627,-2.8,PPAQ,21120,27878400,7444,79233,22,33,7,6,2049,PPAQ,6.6098,6.47959,6.38194,6.3012,6.2337,6.13582,5.54688,5.12841,4.82597,4.60164,6.13563,5.67093,5.72145,5.91609,6.1007,0.6098,0.47959,0.38194,0.3012,0.2337,0.13582,-0.45312,-0.87159,-1.17403,-1.39836,0.13563,-0.32907,-0.27855,-0.08391,0.1007
"POLYGON ((-77.1834098693514 38.0734610462076,-77.2017508026552 38.073431379402,-77.2017901261342 38.0879300091253,-77.1834456179972 38.0879596815639,-77.1834098693514 38.0734610462076))",7762,79315,23,19,7,91,"2131",-0.972,113.2,PPAQ,21120,27878400,7741,79315,23,19,7,113.4,2131,PPAQ,112.406,112.374,112.344,112.314,112.288,111.709,111.384,111.191,111.06,110.965,111.708,111.504,111.646,111.796,111.908,-0.994,-1.026,-1.056,-1.086,-1.112,-1.691,-2.016,-2.209,-2.34,-2.435,-1.692,-1.896,-1.754,-1.604,-1.492
