riverseg,landseg,floaop,flosoy,flogwm,flogom,flolhy,floswm,flosom,flosgg,flodbl,flosch,floscl,flooac,floohy,flopas,flofsp,flofnp,flonir,flonnr,flonci,flonch,flontg,flomir,flomnr,flomci,flomch,flomtg,flomcn,flocir,flocnr,flocci,flocch,floctg,floccn,flocmo,flocfr,flohfr,flofor,flowfp,flowto,floosp,flostb,flostf,flosho,tnxaop,tnxsoy,tnxgwm,tnxgom,tnxlhy,tnxswm,tnxsom,tnxsgg,tnxdbl,tnxsch,tnxscl,tnxoac,tnxohy,tnxpas,tnxfsp,tnxfnp,tnxnir,tnxnnr,tnxnci,tnxnch,tnxntg,tnxmir,tnxmnr,tnxmci,tnxmch,tnxmtg,tnxmcn,tnxcir,tnxcnr,tnxcci,tnxcch,tnxctg,tnxccn,tnxcmo,tnxcfr,tnxhfr,tnxfor,tnxwfp,tnxwto,tnxosp,tnxstb,tnxstf,tnxsho,tpxaop,tpxsoy,tpxgwm,tpxgom,tpxlhy,tpxswm,tpxsom,tpxsgg,tpxdbl,tpxsch,tpxscl,tpxoac,tpxohy,tpxpas,tpxfsp,tpxfnp,tpxnir,tpxnnr,tpxnci,tpxnch,tpxntg,tpxmir,tpxmnr,tpxmci,tpxmch,tpxmtg,tpxmcn,tpxcir,tpxcnr,tpxcci,tpxcch,tpxctg,tpxccn,tpxcmo,tpxcfr,tpxhfr,tpxfor,tpxwfp,tpxwto,tpxosp,tpxstb,tpxstf,tpxsho,sedaop,sedsoy,sedgwm,sedgom,sedlhy,sedswm,sedsom,sedsgg,seddbl,sedsch,sedscl,sedoac,sedohy,sedpas,sedfsp,sedfnp,sednir,sednnr,sednci,sednch,sedntg,sedmir,sedmnr,sedmci,sedmch,sedmtg,sedmcn,sedcir,sedcnr,sedcci,sedcch,sedctg,sedccn,sedcmo,sedcfr,sedhfr,sedfor,sedwfp,sedwto,sedosp,sedstb,sedstf,sedsho
SU2_0280_0430,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.948861159,0.949578274,0.949578274,0.949578274,0.948861159,0.949578274,0.949578274,0.949578274,0.949578274,0.949578274,0.949578274,0.949578274,0.948861159,0.948861159,0.742605406,0.742605406,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0.949197016,0,0,0,0,0,0,0,0,0.954279218,0.954279218,0.954279218,0.954279218,0.954279218,1,1,1,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0.108303747,0.108303747,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,0,0,0,0,0,0,0,0,1.184672862,1.184672862,1.184672862,1.184672862,1.184672862,1,1,1,0.188410912,0.198246588,0.198161525,0.198168758,0.197053984,0.198722531,0.198722531,0.199244588,0.198578747,0.199070787,0.199028878,0.198472821,0.197087306,0.186308497,0.186308497,0.186308497,0.134264424,0.133686417,0.091584513,0.091985112,0.133463154,0.129688173,0.12983284,0.128426107,0.091245603,0.131487581,0.132923114,0,0,0,0,0,0,0,0,0.142029505,0.142029523,0.151479648,0.148158445,0.311591725,1,1,1
SU2_0440_0550,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.963420432,0.968540397,0.968540397,0.968540397,0.963420432,0.968540397,0.968540397,0.968540397,0.968540397,0.968540397,0.968540397,0.968540397,0.963420432,0.963420432,0.752796897,0.752796897,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0.978616029,0,0,0,0,0,0,0,0,0.968448913,0.968448913,0.968448913,0.968448913,0.968448913,1,1,1,1.091185585,1.087094041,1.087094041,1.087094041,1.091185585,1.087094041,1.087094041,1.087094041,1.087094041,1.087094041,1.087094041,1.087094041,1.091185585,1.091185585,0.092393137,0.092393137,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0.967278264,0,0,0,0,0,0,0,0,1.061232049,1.061232049,1.061232049,1.061232049,1.061232049,1,1,1,0.311288869,0.310482024,0.30951813,0.309529429,0.307066837,0.309141511,0.309141511,0.308143898,0.307847008,0.308917896,0.308894324,0.309424261,0.307029225,0.299921058,0.299921058,0.299921058,0.302432089,0.301130121,0.301391458,0.302709773,0.300627218,0.292124033,0.292449897,0.289281215,0.300276153,0.296177219,0.299410773,0,0,0,0,0,0,0,0,0.303924155,0.303924193,0.324146198,0.317039266,0.324899824,1,1,1
SU3_0240_0350,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.020696689,1.047244197,1.047244197,1.047244197,1.020696689,1.047244197,1.047244197,1.047244197,1.047244197,1.047244197,1.047244197,1.047244197,1.020696689,1.020696689,0.792890277,0.792890277,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,1.09100653,0,0,0,0,0,0,0,0,1.047720221,1.047720221,1.047720221,1.047720221,1.047720221,1,1,1,0.854341018,0.828191029,0.828191029,0.828191029,0.854341018,0.828191029,0.828191029,0.828191029,0.828191029,0.828191029,0.828191029,0.828191029,0.854341018,0.854341018,0.071461012,0.071461012,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0.791328316,0,0,0,0,0,0,0,0,0.814716007,0.814716007,0.814716007,0.814716007,0.814716007,1,1,1,0.299993218,0.288457986,0.289204763,0.28921532,0.322083558,0.29130204,0.29130204,0.29239753,0.291239991,0.29222132,0.292136116,0.290161774,0.321876068,0.314731339,0.314731339,0.314731339,0.269473782,0.2683137,0.353610639,0.355157365,0.267865602,0.260289073,0.260579425,0.257756059,0.352302096,0.263900553,0.266781723,0,0,0,0,0,0,0,0,0.240859327,0.240859357,0.256885258,0.251253028,0.2423475,1,1,1
SU4_0260_0350,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.043202664,1.100087308,1.100087308,1.100087308,1.043202664,1.100087308,1.100087308,1.100087308,1.100087308,1.100087308,1.100087308,1.100087308,1.043202664,1.043202664,0.80864446,0.80864446,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,1.14810326,0,0,0,0,0,0,0,0,1.046600265,1.046600265,1.046600265,1.046600265,1.046600265,1,1,1,0.9326845,0.854699398,0.854699398,0.854699398,0.9326845,0.854699398,0.854699398,0.854699398,0.854699398,0.854699398,0.854699398,0.854699398,0.9326845,0.9326845,0.080705811,0.080705811,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0.810036305,0,0,0,0,0,0,0,0,0.972259956,0.972259956,0.972259956,0.972259956,0.972259956,1,1,1,0.334966202,0.208739674,0.209358502,0.209366145,0.299076297,0.211910182,0.211910182,0.213530714,0.212693948,0.21265603,0.212557436,0.210438702,0.298832488,0.312468244,0.312468244,0.312468244,0.279106155,0.277904606,0.37929066,0.380949713,0.277440491,0.269593138,0.269893869,0.266969581,0.377887087,0.273333711,0.276317868,0,0,0,0,0,0,0,0,0.26996448,0.269964514,0.287926965,0.281614143,0.418829779,1,1,1
SU4_0350_0420,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.993518975,1.026006579,1.026006579,1.026006579,0.993518975,1.026006579,1.026006579,1.026006579,1.026006579,1.026006579,1.026006579,1.026006579,0.993518975,0.993518975,0.773865877,0.773865877,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,1.034964137,0,0,0,0,0,0,0,0,0.987077475,0.987077475,0.987077475,0.987077475,0.987077475,1,1,1,1.024672973,0.971325989,0.971325989,0.971325989,1.024672973,0.971325989,0.971325989,0.971325989,0.971325989,0.971325989,0.971325989,0.971325989,1.024672973,1.024672973,0.087727903,0.087727903,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0.942833993,0,0,0,0,0,0,0,0,1.018854126,1.018854126,1.018854126,1.018854126,1.018854126,1,1,1,0.325959139,0.269302463,0.269112071,0.269121894,0.310947174,0.269554597,0.269554597,0.269274944,0.268294577,0.269947307,0.269913023,0.269395258,0.310868623,0.313356622,0.313356622,0.313356622,0.294531261,0.293263307,0.367419982,0.369027112,0.292773542,0.284492496,0.284809847,0.281723946,0.366060337,0.288439796,0.291588876,0,0,0,0,0,0,0,0,0.304204888,0.304204927,0.32444561,0.317332114,0.356432724,1,1,1
SU4_0430_0420,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.993638192,1.020734807,1.020734807,1.020734807,0.993638192,1.020734807,1.020734807,1.020734807,1.020734807,1.020734807,1.020734807,1.020734807,0.993638192,0.993638192,0.773949329,0.773949329,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,1.024926715,0,0,0,0,0,0,0,0,0.983909034,0.983909034,0.983909034,0.983909034,0.983909034,1,1,1,0.991979786,0.928460731,0.928460731,0.928460731,0.991979786,0.928460731,0.928460731,0.928460731,0.928460731,0.928460731,0.928460731,0.928460731,0.991979786,0.991979786,0.085992025,0.085992025,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0.956206714,0,0,0,0,0,0,0,0,1.007258137,1.007258137,1.007258137,1.007258137,1.007258137,1,1,1,0.238324592,0.292755673,0.292087102,0.292097764,0.244838602,0.290656731,0.29065673,0.288766281,0.288025679,0.290277524,0.290280332,0.291594582,0.244985825,0.239560134,0.239560134,0.239560134,0.283007584,0.281789239,0.393507112,0.395228349,0.281318636,0.27336159,0.273666525,0.27070136,0.392050931,0.27715445,0.28018032,0,0,0,0,0,0,0,0,0.203071675,0.203071701,0.216583349,0.211834742,0.230953532,1,1,1
SU5_0420_0500,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.925160732,0.93033547,0.93033547,0.93033547,0.925160732,0.93033547,0.93033547,0.93033547,0.93033547,0.93033547,0.93033547,0.93033547,0.925160732,0.925160732,0.726015107,0.726015107,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0.925043496,0,0,0,0,0,0,0,0,0.92866178,0.92866178,0.92866178,0.92866178,0.92866178,1,1,1,1.083740551,1.045442839,1.045442839,1.045442839,1.083740551,1.045442839,1.045442839,1.045442839,1.045442839,1.045442839,1.045442839,1.045442839,1.083740551,1.083740551,0.098962729,0.098962729,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0.888756786,0,0,0,0,0,0,0,0,1.01742421,1.01742421,1.01742421,1.01742421,1.01742421,1,1,1,0.329238145,0.392097751,0.390829032,0.390843299,0.350690545,0.38962564,0.38962564,0.388624739,0.388756677,0.389182349,0.389166401,0.390432549,0.350851847,0.340362049,0.340362049,0.340362049,0.334061274,0.332623143,0.295810461,0.297104364,0.332067645,0.322675173,0.323035117,0.319535046,0.294715809,0.327152253,0.330723981,0,0,0,0,0,0,0,0,0.354669655,0.3546697,0.378268125,0.369974565,0.288214212,1,1,1
SU5_0460_0480,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.008313942,1.004342374,1.004342374,1.004342374,1.008313942,1.004342374,1.004342374,1.004342374,1.004342374,1.004342374,1.004342374,1.004342374,1.008313942,1.008313942,0.784222354,0.784222354,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,1.007348001,0,0,0,0,0,0,0,0,0.970074825,0.970074825,0.970074825,0.970074825,0.970074825,1,1,1,0.868696142,0.868930625,0.868930625,0.868930625,0.868696142,0.868930625,0.868930625,0.868930625,0.868930625,0.868930625,0.868930625,0.868930625,0.868696142,0.868696142,0.084168575,0.084168575,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0.853543172,0,0,0,0,0,0,0,0,0.953456241,0.953456241,0.953456241,0.953456241,0.953456241,1,1,1,0.481237216,0.622776577,0.622656286,0.622679015,0.482518351,0.622612921,0.622612921,0.624209931,0.625938397,0.62361171,0.623572798,0.62295835,0.482584843,0.463537779,0.463537779,0.463537779,0.507806518,0.505620416,0.267566286,0.268736646,0.504776003,0.490498507,0.491045657,0.4857252,0.266576152,0.497304116,0.502733499,0,0,0,0,0,0,0,0,0.388000646,0.388000695,0.413816843,0.404743875,0.60038597,1,1,1
SU6_0480_0520,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.950885675,0.995244177,0.995244177,0.995244177,0.950885675,0.995244177,0.995244177,0.995244177,0.995244177,0.995244177,0.995244177,0.995244177,0.950885675,0.950885675,0.744022567,0.744022567,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0.949558426,0,0,0,0,0,0,0,0,0.944125555,0.944125555,0.944125555,0.944125555,0.944125555,1,1,1,1.009672314,0.935194723,0.935194723,0.935194723,1.009672314,0.935194723,0.935194723,0.935194723,0.935194723,0.935194723,0.935194723,0.935194723,1.009672314,1.009672314,0.099962497,0.099962497,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0.979377433,0,0,0,0,0,0,0,0,1.026776133,1.026776133,1.026776133,1.026776133,1.026776133,1,1,1,0.407400048,0.368744669,0.368075192,0.368088628,0.391744038,0.367943991,0.367943991,0.367845499,0.36883336,0.367926972,0.367921527,0.368023758,0.39171032,0.399871885,0.399871885,0.399871885,0.396354648,0.394648346,0.369596721,0.371213372,0.393989262,0.382845348,0.383272412,0.379119672,0.368229021,0.388157282,0.392395041,0,0,0,0,0,0,0,0,0.429432078,0.429432132,0.458004976,0.447963179,0.432282087,1,1,1
SU6_0500_0550,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.875018872,0.876238977,0.876238977,0.876238977,0.875018872,0.876238977,0.876238977,0.876238977,0.876238977,0.876238977,0.876238977,0.876238977,0.875018872,0.875018872,0.690915805,0.690915805,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0.894123434,0,0,0,0,0,0,0,0,0.874921311,0.874921311,0.874921311,0.874921311,0.874921311,1,1,1,1.129184818,1.085088021,1.085088021,1.085088021,1.129184818,1.085088021,1.085088021,1.085088021,1.085088021,1.085088021,1.085088021,1.085088021,1.129184818,1.129184818,0.102271402,0.102271402,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0.847017454,0,0,0,0,0,0,0,0,1.05353452,1.05353452,1.05353452,1.05353452,1.05353452,1,1,1,0.314599058,0.387804639,0.385851769,0.385865854,0.328245787,0.383468616,0.383468616,0.38129182,0.382547819,0.382293251,0.382320743,0.384869783,0.328347918,0.31684502,0.31684502,0.31684502,0.337648503,0.336194929,0.331151105,0.332599591,0.335633466,0.326140135,0.326503944,0.322966289,0.329925674,0.330665291,0.334275373,0,0,0,0,0,0,0,0,0.371167081,0.371167128,0.395863231,0.387183897,0.32268123,1,1,1
SU6_0520_0500,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.873281706,0.878379006,0.878379006,0.878379006,0.873281706,0.878379006,0.878379006,0.878379006,0.878379006,0.878379006,0.878379006,0.878379006,0.873281706,0.873281706,0.689699789,0.689699789,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0.892683709,0,0,0,0,0,0,0,0,0.879340288,0.879340288,0.879340288,0.879340288,0.879340288,1,1,1,1.046796271,1.002606614,1.002606614,1.002606614,1.046796271,1.002606614,1.002606614,1.002606614,1.002606614,1.002606614,1.002606614,1.002606614,1.046796271,1.046796271,0.100106297,0.100106297,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0.870702812,0,0,0,0,0,0,0,0,1.003203188,1.003203188,1.003203188,1.003203188,1.003203188,1,1,1,0.404478762,0.512095261,0.511043066,0.511061721,0.459427068,0.510644877,0.510644877,0.511747257,0.514123018,0.509925601,0.509870142,0.510861782,0.459650481,0.445318563,0.445318563,0.445318563,0.402517695,0.40078486,0.415106139,0.416921852,0.400115528,0.388798334,0.389232038,0.385014727,0.41357003,0.394192865,0.398496518,0,0,0,0,0,0,0,0,0.48027964,0.480279701,0.512235756,0.501004945,0.295151315,1,1,1
SU7_0550_0540,N36007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.894554338,0.892149899,0.892149899,0.892149899,0.894554338,0.892149899,0.892149899,0.892149899,0.892149899,0.892149899,0.892149899,0.892149899,0.894554338,0.894554338,0.704590632,0.704590632,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0.908270385,0,0,0,0,0,0,0,0,0.896597913,0.896597913,0.896597913,0.896597913,0.896597913,1,1,1,1.135375199,1.137775651,1.137775651,1.137775651,1.135375199,1.137775651,1.137775651,1.137775651,1.137775651,1.137775651,1.137775651,1.137775651,1.135375199,1.135375199,0.102674535,0.102674535,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,1.020719043,0,0,0,0,0,0,0,0,1.1049788,1.1049788,1.1049788,1.1049788,1.1049788,1,1,1,0.302417404,0.372176482,0.37138476,0.371398317,0.348215699,0.368195602,0.368195602,0.363667664,0.364496414,0.367318519,0.367468777,0.369806305,0.347820935,0.335290703,0.335290703,0.335290703,0.274145024,0.272964833,0.312608638,0.313976018,0.272508967,0.264801101,0.265096487,0.262224178,0.311451824,0.268475185,0.271406299,0,0,0,0,0,0,0,0,0.32751149,0.327511531,0.34930295,0.341644455,0.203670863,1,1,1
SU2_0450_0720,N36015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.719466693,0.724075344,0.724075344,0.724075344,0.719466693,0.724075344,0.724075344,0.724075344,0.724075344,0.724075344,0.724075344,0.724075344,0.719466693,0.719466693,0.58202928,0.58202928,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0.728874362,0,0,0,0,0,0,0,0,0.697466339,0.697466339,0.697466339,0.697466339,0.697466339,1,1,1,0.913926952,0.883331833,0.883331833,0.883331833,0.913926952,0.883331833,0.883331833,0.883331833,0.883331833,0.883331833,0.883331833,0.883331833,0.913926952,0.913926952,0.082901244,0.082901244,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0.867139584,0,0,0,0,0,0,0,0,0.926456392,0.926456392,0.926456392,0.926456392,0.926456392,1,1,1,0.40665307,0.518334181,0.523004137,0.523002176,0.406684323,0.530825974,0.530825975,0.535248472,0.53357111,0.533721602,0.533371665,0.524359801,0.405516948,0.389481809,0.389481809,0.389481809,0.577452919,0.628847272,0.439287835,0.503161394,0.606769977,0.735578288,0.755520493,0.755819231,0.592497622,0.735014797,0.590229447,0,0,0,0,0,0,0,0,0.46613126,0.466134837,0.466357346,0.485306134,0.445762577,1,1,1
SU2_0470_0590,N36015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.753841184,0.754728772,0.754728772,0.754728772,0.753841184,0.754728772,0.754728772,0.754728772,0.754728772,0.754728772,0.754728772,0.754728772,0.753841184,0.753841184,0.606091424,0.606091424,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0.755942564,0,0,0,0,0,0,0,0,0.754794008,0.754794008,0.754794008,0.754794008,0.754794008,1,1,1,0.87245587,0.919869883,0.919869883,0.919869883,0.87245587,0.919869883,0.919869883,0.919869883,0.919869883,0.919869883,0.919869883,0.919869883,0.87245587,0.87245587,0.082521127,0.082521127,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0.966241539,0,0,0,0,0,0,0,0,1.060215728,1.060215728,1.060215728,1.060215728,1.060215728,1,1,1,0.54556272,0.959357038,0.971777896,0.971774252,0.538399902,0.992354833,0.992354834,1.007988818,1.003286931,1.001331942,1.000210002,0.975532813,0.536594464,0.453926074,0.453926074,0.453926074,1.177002878,1.281758259,0.567742021,0.650293142,1.236758852,1.499304503,1.539952028,1.540560937,0.765752589,1.498155958,1.203044845,0,0,0,0,0,0,0,0,0.46319583,0.463199384,0.463420492,0.482249951,1.145250027,1,1,1
SU2_0680_0610,N36015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.580707114,0.608774608,0.608774608,0.608774608,0.580707114,0.608774608,0.608774608,0.608774608,0.608774608,0.608774608,0.608774608,0.608774608,0.580707114,0.580707114,0.484897575,0.484897575,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0.62336746,0,0,0,0,0,0,0,0,0.595538491,0.595538491,0.595538491,0.595538491,0.595538491,1,1,1,1.063569816,0.911957463,0.911957463,0.911957463,1.063569816,0.911957463,0.911957463,0.911957463,0.911957463,0.911957463,0.911957463,0.911957463,1.063569816,1.063569816,0.076931323,0.076931323,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0.859635671,0,0,0,0,0,0,0,0,0.997833539,0.997833539,0.997833539,0.997833539,0.997833539,1,1,1,0.359444481,0.302934811,0.301342064,0.301340933,0.323472126,0.29936655,0.29936655,0.297433262,0.297864121,0.2982737,0.298352348,0.301070113,0.324080749,0.359046843,0.359046843,0.359046843,0.309994677,0.337584763,0.354433825,0.405969396,0.325732985,0.39488129,0.405586885,0.405747257,0.4780492,0.39457879,0.316853514,0,0,0,0,0,0,0,0,0.343454328,0.343456963,0.343620912,0.357582737,0.390206597,1,1,1
SU5_0530_0610,N36015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.627031083,0.631003377,0.631003377,0.631003377,0.627031083,0.631003377,0.631003377,0.631003377,0.631003377,0.631003377,0.631003377,0.631003377,0.627031083,0.627031083,0.517324353,0.517324353,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0.636114837,0,0,0,0,0,0,0,0,0.615683429,0.615683429,0.615683429,0.615683429,0.615683429,1,1,1,0.943715139,0.8657325,0.8657325,0.8657325,0.943715139,0.8657325,0.8657325,0.8657325,0.8657325,0.8657325,0.8657325,0.8657325,0.943715139,0.943715139,0.074015418,0.074015418,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0.741236431,0,0,0,0,0,0,0,0,0.949988599,0.949988599,0.949988599,0.949988599,0.949988599,1,1,1,0.296802992,0.300848873,0.300173429,0.300172304,0.289065789,0.299323687,0.299323687,0.299335337,0.299763252,0.299160884,0.29919786,0.300072,0.289241735,0.314658327,0.314658327,0.314658327,0.204092416,0.222257009,0.200145534,0.229247199,0.214454108,0.25997955,0.267027834,0.267133419,0.269950004,0.259780392,0.208608095,0,0,0,0,0,0,0,0,0.353426082,0.353428793,0.353597503,0.367964692,0.279403537,1,1,1
SU5_0600_0750,N36015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.658477928,0.708940237,0.708940237,0.708940237,0.658477928,0.708940237,0.708940237,0.708940237,0.708940237,0.708940237,0.708940237,0.708940237,0.658477928,0.658477928,0.539337145,0.539337145,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0.704007562,0,0,0,0,0,0,0,0,0.641095728,0.641095728,0.641095728,0.641095728,0.641095728,1,1,1,0.94999294,0.836152054,0.836152054,0.836152054,0.94999294,0.836152054,0.836152054,0.836152054,0.836152054,0.836152054,0.836152054,0.836152054,0.94999294,0.94999294,0.077599417,0.077599417,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0.836367272,0,0,0,0,0,0,0,0,0.989214483,0.989214483,0.989214483,0.989214483,0.989214483,1,1,1,0.384741939,0.314661929,0.315869063,0.315867878,0.340658344,0.317865437,0.317865437,0.318223882,0.31759433,0.318320844,0.318270222,0.316169363,0.340140162,0.368265891,0.368265891,0.368265891,0.431494499,0.469898289,0.515684803,0.590666673,0.453401305,0.549651711,0.564553275,0.564776503,0.69553945,0.549230649,0.4410416,0,0,0,0,0,0,0,0,0.420960671,0.4209639,0.421164848,0.438277397,0.469468992,1,1,1
