"","agency_cd","site_no","Date","Flow","Flow_cd"
"63","USGS","01663500",1984-03-03,658,"A"
"64","USGS","01663500",1984-03-04,607,"A"
"65","USGS","01663500",1984-03-05,591,"A"
"66","USGS","01663500",1984-03-06,584,"A"
"67","USGS","01663500",1984-03-07,533,"A"
"68","USGS","01663500",1984-03-08,499,"A"
"69","USGS","01663500",1984-03-09,495,"A"
"70","USGS","01663500",1984-03-10,459,"A"
"71","USGS","01663500",1984-03-11,458,"A"
"72","USGS","01663500",1984-03-12,431,"A"
"73","USGS","01663500",1984-03-13,475,"A"
"74","USGS","01663500",1984-03-14,608,"A"
"75","USGS","01663500",1984-03-15,684,"A"
"76","USGS","01663500",1984-03-16,604,"A"
"77","USGS","01663500",1984-03-17,556,"A"
"78","USGS","01663500",1984-03-18,524,"A"
"79","USGS","01663500",1984-03-19,503,"A"
"80","USGS","01663500",1984-03-20,480,"A"
"81","USGS","01663500",1984-03-21,740,"A"
"82","USGS","01663500",1984-03-22,834,"A"
"83","USGS","01663500",1984-03-23,716,"A"
"84","USGS","01663500",1984-03-24,639,"A"
"85","USGS","01663500",1984-03-25,675,"A"
"86","USGS","01663500",1984-03-26,872,"A"
"87","USGS","01663500",1984-03-27,730,"A"
"88","USGS","01663500",1984-03-28,2210,"A"
"89","USGS","01663500",1984-03-29,8120,"A"
"90","USGS","01663500",1984-03-30,3390,"A"
"91","USGS","01663500",1984-03-31,2130,"A"
"92","USGS","01663500",1984-04-01,1620,"A"
"93","USGS","01663500",1984-04-02,1340,"A"
"94","USGS","01663500",1984-04-03,1160,"A"
"95","USGS","01663500",1984-04-04,1180,"A"
"96","USGS","01663500",1984-04-05,4980,"A"
"97","USGS","01663500",1984-04-06,2430,"A"
"98","USGS","01663500",1984-04-07,1690,"A"
"99","USGS","01663500",1984-04-08,1310,"A"
"100","USGS","01663500",1984-04-09,1080,"A"
"101","USGS","01663500",1984-04-10,942,"A"
"102","USGS","01663500",1984-04-11,832,"A"
"103","USGS","01663500",1984-04-12,750,"A"
"104","USGS","01663500",1984-04-13,715,"A"
"105","USGS","01663500",1984-04-14,853,"A"
"106","USGS","01663500",1984-04-15,1650,"A"
"107","USGS","01663500",1984-04-16,1510,"A"
"108","USGS","01663500",1984-04-17,1280,"A"
"109","USGS","01663500",1984-04-18,1050,"A"
"110","USGS","01663500",1984-04-19,910,"A"
"111","USGS","01663500",1984-04-20,813,"A"
"112","USGS","01663500",1984-04-21,741,"A"
"113","USGS","01663500",1984-04-22,817,"A"
"114","USGS","01663500",1984-04-23,1500,"A"
"115","USGS","01663500",1984-04-24,1110,"A"
"116","USGS","01663500",1984-04-25,935,"A"
"117","USGS","01663500",1984-04-26,838,"A"
"118","USGS","01663500",1984-04-27,776,"A"
"119","USGS","01663500",1984-04-28,724,"A"
"120","USGS","01663500",1984-04-29,715,"A"
"121","USGS","01663500",1984-04-30,662,"A"
"122","USGS","01663500",1984-05-01,614,"A"
"123","USGS","01663500",1984-05-02,563,"A"
"124","USGS","01663500",1984-05-03,663,"A"
"125","USGS","01663500",1984-05-04,1770,"A"
"126","USGS","01663500",1984-05-05,1040,"A"
"127","USGS","01663500",1984-05-06,997,"A"
"128","USGS","01663500",1984-05-07,993,"A"
"129","USGS","01663500",1984-05-08,944,"A"
"130","USGS","01663500",1984-05-09,891,"A"
"131","USGS","01663500",1984-05-10,771,"A"
"132","USGS","01663500",1984-05-11,694,"A"
"133","USGS","01663500",1984-05-12,641,"A"
"134","USGS","01663500",1984-05-13,590,"A"
"135","USGS","01663500",1984-05-14,547,"A"
"136","USGS","01663500",1984-05-15,506,"A"
"137","USGS","01663500",1984-05-16,479,"A"
"138","USGS","01663500",1984-05-17,453,"A"
"139","USGS","01663500",1984-05-18,436,"A"
"140","USGS","01663500",1984-05-19,431,"A"
"141","USGS","01663500",1984-05-20,395,"A"
"142","USGS","01663500",1984-05-21,360,"A"
"143","USGS","01663500",1984-05-22,341,"A"
"144","USGS","01663500",1984-05-23,326,"A"
"145","USGS","01663500",1984-05-24,340,"A"
"146","USGS","01663500",1984-05-25,316,"A"
"147","USGS","01663500",1984-05-26,297,"A"
"148","USGS","01663500",1984-05-27,288,"A"
"149","USGS","01663500",1984-05-28,288,"A"
"150","USGS","01663500",1984-05-29,416,"A"
"151","USGS","01663500",1984-05-30,848,"A"
"152","USGS","01663500",1984-05-31,436,"A"
"153","USGS","01663500",1984-06-01,356,"A"
"154","USGS","01663500",1984-06-02,329,"A"
"155","USGS","01663500",1984-06-03,286,"A"
"156","USGS","01663500",1984-06-04,267,"A"
"157","USGS","01663500",1984-06-05,247,"A"
"158","USGS","01663500",1984-06-06,260,"A"
"159","USGS","01663500",1984-06-07,236,"A"
"160","USGS","01663500",1984-06-08,212,"A"
"161","USGS","01663500",1984-06-09,193,"A"
"162","USGS","01663500",1984-06-10,179,"A"
"163","USGS","01663500",1984-06-11,195,"A"
"164","USGS","01663500",1984-06-12,212,"A"
"165","USGS","01663500",1984-06-13,193,"A"
"166","USGS","01663500",1984-06-14,166,"A"
"167","USGS","01663500",1984-06-15,157,"A"
"168","USGS","01663500",1984-06-16,146,"A"
"169","USGS","01663500",1984-06-17,162,"A"
"170","USGS","01663500",1984-06-18,228,"A"
"171","USGS","01663500",1984-06-19,183,"A"
"172","USGS","01663500",1984-06-20,144,"A"
"173","USGS","01663500",1984-06-21,132,"A"
"174","USGS","01663500",1984-06-22,125,"A"
"175","USGS","01663500",1984-06-23,126,"A"
"176","USGS","01663500",1984-06-24,133,"A"
"177","USGS","01663500",1984-06-25,225,"A"
"178","USGS","01663500",1984-06-26,175,"A"
"179","USGS","01663500",1984-06-27,130,"A"
"180","USGS","01663500",1984-06-28,118,"A"
"181","USGS","01663500",1984-06-29,141,"A"
"182","USGS","01663500",1984-06-30,149,"A"
"183","USGS","01663500",1984-07-01,539,"A"
"184","USGS","01663500",1984-07-02,293,"A"
"185","USGS","01663500",1984-07-03,395,"A"
"186","USGS","01663500",1984-07-04,221,"A"
"187","USGS","01663500",1984-07-05,173,"A"
"188","USGS","01663500",1984-07-06,193,"A"
"189","USGS","01663500",1984-07-07,199,"A"
"190","USGS","01663500",1984-07-08,201,"A"
"191","USGS","01663500",1984-07-09,142,"A"
"192","USGS","01663500",1984-07-10,137,"A"
"193","USGS","01663500",1984-07-11,168,"A"
"194","USGS","01663500",1984-07-12,138,"A"
"195","USGS","01663500",1984-07-13,113,"A"
"196","USGS","01663500",1984-07-14,102,"A"
"197","USGS","01663500",1984-07-15,95,"A"
"198","USGS","01663500",1984-07-16,93,"A"
"199","USGS","01663500",1984-07-17,100,"A"
"200","USGS","01663500",1984-07-18,99,"A"
"201","USGS","01663500",1984-07-19,97,"A"
"202","USGS","01663500",1984-07-20,84,"A"
"203","USGS","01663500",1984-07-21,122,"A"
"204","USGS","01663500",1984-07-22,157,"A"
"205","USGS","01663500",1984-07-23,125,"A"
"206","USGS","01663500",1984-07-24,115,"A"
"207","USGS","01663500",1984-07-25,96,"A"
"208","USGS","01663500",1984-07-26,82,"A"
"209","USGS","01663500",1984-07-27,98,"A"
"210","USGS","01663500",1984-07-28,99,"A"
"211","USGS","01663500",1984-07-29,83,"A"
"212","USGS","01663500",1984-07-30,78,"A"
"213","USGS","01663500",1984-07-31,79,"A"
"214","USGS","01663500",1984-08-01,76,"A"
"215","USGS","01663500",1984-08-02,87,"A"
"216","USGS","01663500",1984-08-03,322,"A"
"217","USGS","01663500",1984-08-04,179,"A"
"218","USGS","01663500",1984-08-05,238,"A"
"219","USGS","01663500",1984-08-06,151,"A"
"220","USGS","01663500",1984-08-07,116,"A"
"221","USGS","01663500",1984-08-08,96,"A"
"222","USGS","01663500",1984-08-09,232,"A"
"223","USGS","01663500",1984-08-10,207,"A"
"224","USGS","01663500",1984-08-11,853,"A"
"225","USGS","01663500",1984-08-12,773,"A"
"226","USGS","01663500",1984-08-13,556,"A"
"227","USGS","01663500",1984-08-14,1230,"A"
"228","USGS","01663500",1984-08-15,1350,"A"
"229","USGS","01663500",1984-08-16,498,"A"
"230","USGS","01663500",1984-08-17,334,"A"
"231","USGS","01663500",1984-08-18,260,"A"
"232","USGS","01663500",1984-08-19,233,"A"
"233","USGS","01663500",1984-08-20,206,"A"
"234","USGS","01663500",1984-08-21,175,"A"
"235","USGS","01663500",1984-08-22,159,"A"
"236","USGS","01663500",1984-08-23,150,"A"
"237","USGS","01663500",1984-08-24,144,"A"
"238","USGS","01663500",1984-08-25,128,"A"
"239","USGS","01663500",1984-08-26,117,"A"
"240","USGS","01663500",1984-08-27,111,"A"
"241","USGS","01663500",1984-08-28,107,"A"
"242","USGS","01663500",1984-08-29,106,"A"
"243","USGS","01663500",1984-08-30,112,"A"
"244","USGS","01663500",1984-08-31,105,"A"
"245","USGS","01663500",1984-09-01,87,"A"
"246","USGS","01663500",1984-09-02,81,"A"
"247","USGS","01663500",1984-09-03,81,"A"
"248","USGS","01663500",1984-09-04,135,"A"
"249","USGS","01663500",1984-09-05,123,"A"
"250","USGS","01663500",1984-09-06,95,"A"
"251","USGS","01663500",1984-09-07,83,"A"
"252","USGS","01663500",1984-09-08,78,"A"
"253","USGS","01663500",1984-09-09,75,"A"
"254","USGS","01663500",1984-09-10,75,"A"
"255","USGS","01663500",1984-09-11,73,"A"
"256","USGS","01663500",1984-09-12,71,"A"
"257","USGS","01663500",1984-09-13,70,"A"
"258","USGS","01663500",1984-09-14,96,"A"
"259","USGS","01663500",1984-09-15,217,"A"
"260","USGS","01663500",1984-09-16,97,"A"
"261","USGS","01663500",1984-09-17,75,"A"
"262","USGS","01663500",1984-09-18,68,"A"
"263","USGS","01663500",1984-09-19,65,"A"
"264","USGS","01663500",1984-09-20,63,"A"
"265","USGS","01663500",1984-09-21,60,"A"
"266","USGS","01663500",1984-09-22,56,"A"
"267","USGS","01663500",1984-09-23,53,"A"
"268","USGS","01663500",1984-09-24,53,"A"
"269","USGS","01663500",1984-09-25,52,"A"
"270","USGS","01663500",1984-09-26,51,"A"
"271","USGS","01663500",1984-09-27,47,"A"
"272","USGS","01663500",1984-09-28,64,"A"
"273","USGS","01663500",1984-09-29,101,"A"
"274","USGS","01663500",1984-09-30,85,"A"
"275","USGS","01663500",1984-10-01,261,"A"
"276","USGS","01663500",1984-10-02,325,"A"
"277","USGS","01663500",1984-10-03,161,"A"
"278","USGS","01663500",1984-10-04,115,"A"
"279","USGS","01663500",1984-10-05,93,"A"
"280","USGS","01663500",1984-10-06,83,"A"
"281","USGS","01663500",1984-10-07,79,"A"
"282","USGS","01663500",1984-10-08,77,"A"
"283","USGS","01663500",1984-10-09,78,"A"
"284","USGS","01663500",1984-10-10,81,"A"
"285","USGS","01663500",1984-10-11,78,"A"
"286","USGS","01663500",1984-10-12,74,"A"
"287","USGS","01663500",1984-10-13,70,"A"
"288","USGS","01663500",1984-10-14,67,"A"
"289","USGS","01663500",1984-10-15,66,"A"
"290","USGS","01663500",1984-10-16,67,"A"
"291","USGS","01663500",1984-10-17,70,"A"
"292","USGS","01663500",1984-10-18,71,"A"
"293","USGS","01663500",1984-10-19,71,"A"
"294","USGS","01663500",1984-10-20,72,"A"
"295","USGS","01663500",1984-10-21,85,"A"
"296","USGS","01663500",1984-10-22,75,"A"
"297","USGS","01663500",1984-10-23,87,"A"
"298","USGS","01663500",1984-10-24,126,"A"
"299","USGS","01663500",1984-10-25,118,"A"
"300","USGS","01663500",1984-10-26,95,"A"
"301","USGS","01663500",1984-10-27,87,"A"
"302","USGS","01663500",1984-10-28,83,"A"
"303","USGS","01663500",1984-10-29,172,"A"
"304","USGS","01663500",1984-10-30,133,"A"
"305","USGS","01663500",1984-10-31,102,"A"
"306","USGS","01663500",1984-11-01,91,"A"
"307","USGS","01663500",1984-11-02,87,"A"
"308","USGS","01663500",1984-11-03,82,"A"
"309","USGS","01663500",1984-11-04,80,"A"
"310","USGS","01663500",1984-11-05,101,"A"
"311","USGS","01663500",1984-11-06,134,"A"
"312","USGS","01663500",1984-11-07,105,"A"
"313","USGS","01663500",1984-11-08,92,"A"
"314","USGS","01663500",1984-11-09,87,"A"
"315","USGS","01663500",1984-11-10,85,"A"
"316","USGS","01663500",1984-11-11,88,"A"
"317","USGS","01663500",1984-11-12,88,"A"
"318","USGS","01663500",1984-11-13,80,"A"
"319","USGS","01663500",1984-11-14,75,"A"
"320","USGS","01663500",1984-11-15,73,"A"
"321","USGS","01663500",1984-11-16,76,"A"
"322","USGS","01663500",1984-11-17,74,"A"
"323","USGS","01663500",1984-11-18,76,"A"
"324","USGS","01663500",1984-11-19,140,"A"
"325","USGS","01663500",1984-11-20,216,"A"
"326","USGS","01663500",1984-11-21,145,"A"
"327","USGS","01663500",1984-11-22,116,"A"
"328","USGS","01663500",1984-11-23,105,"A"
"329","USGS","01663500",1984-11-24,101,"A"
"330","USGS","01663500",1984-11-25,98,"A"
"331","USGS","01663500",1984-11-26,94,"A"
"332","USGS","01663500",1984-11-27,91,"A"
"333","USGS","01663500",1984-11-28,169,"A"
"334","USGS","01663500",1984-11-29,1770,"A"
"335","USGS","01663500",1984-11-30,647,"A"
"336","USGS","01663500",1984-12-01,431,"A"
"337","USGS","01663500",1984-12-02,327,"A"
"338","USGS","01663500",1984-12-03,288,"A"
"339","USGS","01663500",1984-12-04,253,"A"
"340","USGS","01663500",1984-12-05,226,"A"
"341","USGS","01663500",1984-12-06,373,"A"
"342","USGS","01663500",1984-12-07,376,"A"
"343","USGS","01663500",1984-12-08,293,"A"
"344","USGS","01663500",1984-12-09,261,"A"
"345","USGS","01663500",1984-12-10,243,"A"
"346","USGS","01663500",1984-12-11,232,"A"
"347","USGS","01663500",1984-12-12,225,"A"
"348","USGS","01663500",1984-12-13,216,"A"
"349","USGS","01663500",1984-12-14,204,"A"
"350","USGS","01663500",1984-12-15,194,"A"
"351","USGS","01663500",1984-12-16,190,"A"
"352","USGS","01663500",1984-12-17,186,"A"
"353","USGS","01663500",1984-12-18,181,"A"
"354","USGS","01663500",1984-12-19,175,"A"
"355","USGS","01663500",1984-12-20,171,"A"
"356","USGS","01663500",1984-12-21,173,"A"
"357","USGS","01663500",1984-12-22,217,"A"
"358","USGS","01663500",1984-12-23,194,"A"
"359","USGS","01663500",1984-12-24,175,"A"
"360","USGS","01663500",1984-12-25,173,"A"
"361","USGS","01663500",1984-12-26,161,"A"
"362","USGS","01663500",1984-12-27,155,"A"
"363","USGS","01663500",1984-12-28,155,"A"
"364","USGS","01663500",1984-12-29,156,"A"
"365","USGS","01663500",1984-12-30,153,"A"
"366","USGS","01663500",1984-12-31,150,"A"
"367","USGS","01663500",1985-01-01,153,"A"
"368","USGS","01663500",1985-01-02,180,"A"
"369","USGS","01663500",1985-01-03,294,"A"
"370","USGS","01663500",1985-01-04,438,"A"
"371","USGS","01663500",1985-01-05,417,"A"
"372","USGS","01663500",1985-01-06,384,"A"
"373","USGS","01663500",1985-01-07,337,"A"
"374","USGS","01663500",1985-01-08,307,"A"
"375","USGS","01663500",1985-01-09,271,"A"
"376","USGS","01663500",1985-01-10,248,"A"
"377","USGS","01663500",1985-01-11,241,"A"
"378","USGS","01663500",1985-01-12,224,"A"
"379","USGS","01663500",1985-01-13,219,"A"
"380","USGS","01663500",1985-01-14,220,"A"
"381","USGS","01663500",1985-01-15,200,"A"
"382","USGS","01663500",1985-01-16,174,"A"
"383","USGS","01663500",1985-01-17,208,"A"
"384","USGS","01663500",1985-01-18,202,"A"
"385","USGS","01663500",1985-01-19,187,"A"
"386","USGS","01663500",1985-01-20,150,"A"
"387","USGS","01663500",1985-01-21,120,"A"
"388","USGS","01663500",1985-01-22,125,"A"
"389","USGS","01663500",1985-01-23,145,"A"
"390","USGS","01663500",1985-01-24,135,"A"
"391","USGS","01663500",1985-01-25,145,"A"
"392","USGS","01663500",1985-01-26,135,"A"
"393","USGS","01663500",1985-01-27,120,"A"
"394","USGS","01663500",1985-01-28,130,"A"
"395","USGS","01663500",1985-01-29,125,"A"
"396","USGS","01663500",1985-01-30,115,"A"
"397","USGS","01663500",1985-01-31,130,"A"
"398","USGS","01663500",1985-02-01,561,"A"
"399","USGS","01663500",1985-02-02,1190,"A"
"400","USGS","01663500",1985-02-03,659,"A"
"401","USGS","01663500",1985-02-04,431,"A"
"402","USGS","01663500",1985-02-05,378,"A"
"403","USGS","01663500",1985-02-06,312,"A"
"404","USGS","01663500",1985-02-07,282,"A"
"405","USGS","01663500",1985-02-08,230,"A"
"406","USGS","01663500",1985-02-09,210,"A"
"407","USGS","01663500",1985-02-10,245,"A"
"408","USGS","01663500",1985-02-11,230,"A"
"409","USGS","01663500",1985-02-12,4070,"A"
"410","USGS","01663500",1985-02-13,1630,"A"
"411","USGS","01663500",1985-02-14,898,"A"
"412","USGS","01663500",1985-02-15,659,"A"
"413","USGS","01663500",1985-02-16,530,"A"
"414","USGS","01663500",1985-02-17,458,"A"
"415","USGS","01663500",1985-02-18,392,"A"
"416","USGS","01663500",1985-02-19,345,"A"
"417","USGS","01663500",1985-02-20,322,"A"
"418","USGS","01663500",1985-02-21,295,"A"
"419","USGS","01663500",1985-02-22,284,"A"
"420","USGS","01663500",1985-02-23,290,"A"
"421","USGS","01663500",1985-02-24,303,"A"
"422","USGS","01663500",1985-02-25,306,"A"
"423","USGS","01663500",1985-02-26,322,"A"
"424","USGS","01663500",1985-02-27,328,"A"
"425","USGS","01663500",1985-02-28,301,"A"
"426","USGS","01663500",1985-03-01,288,"A"
"427","USGS","01663500",1985-03-02,281,"A"
"428","USGS","01663500",1985-03-03,263,"A"
"429","USGS","01663500",1985-03-04,250,"A"
"430","USGS","01663500",1985-03-05,253,"A"
"431","USGS","01663500",1985-03-06,234,"A"
"432","USGS","01663500",1985-03-07,216,"A"
"433","USGS","01663500",1985-03-08,213,"A"
"434","USGS","01663500",1985-03-09,213,"A"
"435","USGS","01663500",1985-03-10,204,"A"
"436","USGS","01663500",1985-03-11,197,"A"
"437","USGS","01663500",1985-03-12,212,"A"
"438","USGS","01663500",1985-03-13,203,"A"
"439","USGS","01663500",1985-03-14,192,"A"
"440","USGS","01663500",1985-03-15,185,"A"
"441","USGS","01663500",1985-03-16,176,"A"
"442","USGS","01663500",1985-03-17,173,"A"
"443","USGS","01663500",1985-03-18,171,"A"
"444","USGS","01663500",1985-03-19,164,"A"
"445","USGS","01663500",1985-03-20,163,"A"
"446","USGS","01663500",1985-03-21,162,"A"
"447","USGS","01663500",1985-03-22,162,"A"
"448","USGS","01663500",1985-03-23,329,"A"
"449","USGS","01663500",1985-03-24,525,"A"
"450","USGS","01663500",1985-03-25,413,"A"
"451","USGS","01663500",1985-03-26,349,"A"
"452","USGS","01663500",1985-03-27,313,"A"
"453","USGS","01663500",1985-03-28,294,"A"
"454","USGS","01663500",1985-03-29,282,"A"
"455","USGS","01663500",1985-03-30,286,"A"
"456","USGS","01663500",1985-03-31,267,"A"
"457","USGS","01663500",1985-04-01,289,"A"
"458","USGS","01663500",1985-04-02,273,"A"
"459","USGS","01663500",1985-04-03,245,"A"
"460","USGS","01663500",1985-04-04,239,"A"
"461","USGS","01663500",1985-04-05,231,"A"
"462","USGS","01663500",1985-04-06,222,"A"
"463","USGS","01663500",1985-04-07,212,"A"
"464","USGS","01663500",1985-04-08,205,"A"
"465","USGS","01663500",1985-04-09,197,"A"
"466","USGS","01663500",1985-04-10,190,"A"
"467","USGS","01663500",1985-04-11,187,"A"
"468","USGS","01663500",1985-04-12,187,"A"
"469","USGS","01663500",1985-04-13,182,"A"
"470","USGS","01663500",1985-04-14,178,"A"
"471","USGS","01663500",1985-04-15,189,"A"
"472","USGS","01663500",1985-04-16,247,"A"
"473","USGS","01663500",1985-04-17,211,"A"
"474","USGS","01663500",1985-04-18,186,"A"
"475","USGS","01663500",1985-04-19,178,"A"
"476","USGS","01663500",1985-04-20,173,"A"
"477","USGS","01663500",1985-04-21,167,"A"
"478","USGS","01663500",1985-04-22,167,"A"
"479","USGS","01663500",1985-04-23,163,"A"
"480","USGS","01663500",1985-04-24,158,"A"
"481","USGS","01663500",1985-04-25,204,"A"
"482","USGS","01663500",1985-04-26,207,"A"
"483","USGS","01663500",1985-04-27,168,"A"
"484","USGS","01663500",1985-04-28,156,"A"
"485","USGS","01663500",1985-04-29,151,"A"
"486","USGS","01663500",1985-04-30,140,"A"
"487","USGS","01663500",1985-05-01,133,"A"
"488","USGS","01663500",1985-05-02,128,"A"
"489","USGS","01663500",1985-05-03,173,"A"
"490","USGS","01663500",1985-05-04,204,"A"
"491","USGS","01663500",1985-05-05,160,"A"
"492","USGS","01663500",1985-05-06,139,"A"
"493","USGS","01663500",1985-05-07,129,"A"
"494","USGS","01663500",1985-05-08,119,"A"
"495","USGS","01663500",1985-05-09,113,"A"
"496","USGS","01663500",1985-05-10,106,"A"
"497","USGS","01663500",1985-05-11,103,"A"
"498","USGS","01663500",1985-05-12,164,"A"
"499","USGS","01663500",1985-05-13,206,"A"
"500","USGS","01663500",1985-05-14,147,"A"
"501","USGS","01663500",1985-05-15,110,"A"
"502","USGS","01663500",1985-05-16,110,"A"
"503","USGS","01663500",1985-05-17,209,"A"
"504","USGS","01663500",1985-05-18,193,"A"
"505","USGS","01663500",1985-05-19,151,"A"
"506","USGS","01663500",1985-05-20,124,"A"
"507","USGS","01663500",1985-05-21,106,"A"
"508","USGS","01663500",1985-05-22,99,"A"
"509","USGS","01663500",1985-05-23,118,"A"
"510","USGS","01663500",1985-05-24,230,"A"
"511","USGS","01663500",1985-05-25,209,"A"
"512","USGS","01663500",1985-05-26,149,"A"
"513","USGS","01663500",1985-05-27,120,"A"
"514","USGS","01663500",1985-05-28,104,"A"
"515","USGS","01663500",1985-05-29,125,"A"
"516","USGS","01663500",1985-05-30,136,"A"
"517","USGS","01663500",1985-05-31,450,"A"
"518","USGS","01663500",1985-06-01,583,"A"
"519","USGS","01663500",1985-06-02,306,"A"
"520","USGS","01663500",1985-06-03,231,"A"
"521","USGS","01663500",1985-06-04,191,"A"
"522","USGS","01663500",1985-06-05,255,"A"
"523","USGS","01663500",1985-06-06,648,"A"
"524","USGS","01663500",1985-06-07,340,"A"
"525","USGS","01663500",1985-06-08,322,"A"
"526","USGS","01663500",1985-06-09,271,"A"
"527","USGS","01663500",1985-06-10,219,"A"
"528","USGS","01663500",1985-06-11,185,"A"
"529","USGS","01663500",1985-06-12,198,"A"
"530","USGS","01663500",1985-06-13,176,"A"
"531","USGS","01663500",1985-06-14,144,"A"
"532","USGS","01663500",1985-06-15,130,"A"
"533","USGS","01663500",1985-06-16,126,"A"
"534","USGS","01663500",1985-06-17,122,"A"
"535","USGS","01663500",1985-06-18,110,"A"
"536","USGS","01663500",1985-06-19,100,"A"
"537","USGS","01663500",1985-06-20,93,"A"
"538","USGS","01663500",1985-06-21,84,"A"
"539","USGS","01663500",1985-06-22,78,"A"
"540","USGS","01663500",1985-06-23,73,"A"
"541","USGS","01663500",1985-06-24,70,"A"
"542","USGS","01663500",1985-06-25,69,"A"
"543","USGS","01663500",1985-06-26,56,"A"
"544","USGS","01663500",1985-06-27,47,"A"
"545","USGS","01663500",1985-06-28,45,"A"
"546","USGS","01663500",1985-06-29,45,"A"
"547","USGS","01663500",1985-06-30,44,"A"
"548","USGS","01663500",1985-07-01,44,"A"
"549","USGS","01663500",1985-07-02,59,"A"
"550","USGS","01663500",1985-07-03,60,"A"
"551","USGS","01663500",1985-07-04,62,"A"
"552","USGS","01663500",1985-07-05,62,"A"
"553","USGS","01663500",1985-07-06,60,"A"
"554","USGS","01663500",1985-07-07,46,"A"
"555","USGS","01663500",1985-07-08,39,"A"
"556","USGS","01663500",1985-07-09,34,"A"
"557","USGS","01663500",1985-07-10,34,"A"
"558","USGS","01663500",1985-07-11,40,"A"
"559","USGS","01663500",1985-07-12,44,"A"
"560","USGS","01663500",1985-07-13,54,"A"
"561","USGS","01663500",1985-07-14,172,"A"
"562","USGS","01663500",1985-07-15,123,"A"
"563","USGS","01663500",1985-07-16,76,"A"
"564","USGS","01663500",1985-07-17,57,"A"
"565","USGS","01663500",1985-07-18,44,"A"
"566","USGS","01663500",1985-07-19,36,"A"
"567","USGS","01663500",1985-07-20,31,"A"
"568","USGS","01663500",1985-07-21,26,"A"
"569","USGS","01663500",1985-07-22,24,"A"
"570","USGS","01663500",1985-07-23,21,"A"
"571","USGS","01663500",1985-07-24,18,"A"
"572","USGS","01663500",1985-07-25,18,"A"
"573","USGS","01663500",1985-07-26,58,"A"
"574","USGS","01663500",1985-07-27,121,"A"
"575","USGS","01663500",1985-07-28,95,"A"
"576","USGS","01663500",1985-07-29,72,"A"
"577","USGS","01663500",1985-07-30,49,"A"
"578","USGS","01663500",1985-07-31,39,"A"
"579","USGS","01663500",1985-08-01,43,"A"
